"","other","neuron"
"Cbln4",0.339142483727855,4.12375512834278
"Ccdc116",0.560347330921639,3.14552976380467
"Ccdc120",0.683096062836739,4.52921472624472
"Ccdc177",0.605712331989301,4.67761689348563
"Ccdc184",2.11687772535654,7.8192769540772
"Ccdc6",1.34460587080457,4.30024698869557
"Ccdc92b",0.830995550393118,4.51799278316662
"Cck",1.38248721077772,6.81003743695721
"Ccl27a",2.32285228069068,7.88528792709491
"Cd200",1.64742184372423,7.18092403971387
"Cd24a",4.85013714069436,8.53547656589629
"Cd274",1.61173249869871,7.2704979691303
"Cdca7",2.25905466177774,4.67463943403138
"Cdh4",0.215434667205313,3.36577292873114
"Cdhr1",0.249101965046097,2.9815984332047
"Cdk5r1",3.41216953909006,9.79374951199678
"Cdkl2",0.972239845737734,4.30193652896437
"Cdon",0.665029644556631,3.69315368358033
"Cdr1",1.23687256932588,6.99187714322415
"Ceacam16",0.124128237727709,3.43756236946174
"Celf3",1.28671358381584,6.5648837253095
"Celf4",0.33416764684572,4.89942284096846
"Celf5",0.673461142987918,6.3443066361748
"Celf6",0.218814339752213,5.6138361808306
"Celsr3",1.43477256334996,7.0078255685615
"Cep170b",1.21204850931392,6.51143021112821
"Cgn",0.319564777747051,3.09903297554224
"Cgref1",1.34583660006276,4.64130436657342
"Chac1",1.88849544057992,6.0519559952384
"Chd3os",4.15859023742397,8.48786080323536
"Chd5",0.76182843269842,5.89143135837156
"Chgb",1.4273561546234,7.68663468978772
"Chl1",1.01043978093298,4.69435226375387
"Chodl",0.131329114306291,3.57881167451591
"Chrm4",1.23273661010873,5.70687998566039
"Chrm5",0.0580168196212809,3.08356810762041
"Chrnb2",0.897634332062717,5.78924527252953
"Cib2",1.71230066413199,5.47924884962472
"Cited2",6.63477055763564,8.67562896799333
"Ckmt1",1.54627589071445,7.04691754739658
"Cldn3",0.215973618298739,3.06708552632889
"Clec2l",1.13155389084636,5.28007962117868
"Clstn2",0.16376955829446,4.40662311790796
"Clstn3",1.10518872397139,6.78639041021053
"Cnih2",2.67988912227793,8.0059889112341
"Cnnm1",0.314023890777112,3.22738116167718
"Cnr1",0.782962541278546,7.30711899313058
"Cnrip1",1.61143110590665,5.07624551616459
"Cntn2",1.27091290911218,6.75611825526054
"Coch",0.658665617724542,3.10580503683351
"Col6a1",0.500805255318031,4.40058974937808
"Col6a2",0.756188778751643,6.47526956899646
"Cort",1.06163684982382,4.43048418538363
"Cpeb1os1",0.253795897820411,3.48749597635094
"Cplx1",1.29106237446299,5.96570055510979
"Cplx2",2.24101623457089,8.41853870326308
"Cpne5",0.167120700748903,2.84494584810356
"Cpne6",1.13597501753319,5.13095632982609
"Crabp1",0.104612504767277,4.72381629196367
"Crabp2",0.616800943273981,4.36470137943497
"Crh",0.176411903998468,5.17155503298848
"Crhbp",0.228014948163566,3.99456941898302
"Crmp1",0.778054732521176,6.9314038898203
"Csrnp2",2.66207604226601,6.3777177161714
"Ctxn2",0.215514291697093,2.66405047045998
"Cx3cl1",2.31933713359537,8.18465929565841
"Cxadr",1.04543527739229,5.77057824979487
"Cxcl12",3.53250710839872,8.88014199510082
"Cxxc4",0.80242925499271,4.64107583014523
"Cyb561",0.909092017674886,4.39207796898948
"Cygb",0.976842896171373,6.35623586996342
"Cyp4x1",0.445473445944596,3.36426919602038
"D430019H16Rik",1.04431117199519,5.64143770586571
"D430041D05Rik",0.436864618752119,3.15845190597225
"D830036C21Rik",0.537142947384513,3.25041379195557
"D830044I16Rik",1.79992556577324,4.56862609611458
"Dach1",0.401191004392702,2.84493676868904
"Dact1",1.04518841494974,6.4477889656774
"Dapk1",1.74416504500025,4.16103715309101
"Dbn1",2.19506622573872,8.28308614973
"Dcx",0.704050226761512,6.41104525332451
"Diras1",1.68619120314264,7.75041760377833
"Diras2",1.6127646057896,5.84922106490999
"Disp2",1.03628474825743,6.98682239817929
"Dkk3",1.17661810617002,7.05502615714376
"Dlx1as",0.0415328592232759,4.10166613504349
"Dlx2",0.686876473847433,7.88873229695037
"Dlx5",0.0979863602233382,6.15288996706729
"Dlx6os1",0.0979389723987548,5.28733957254453
"Dmrt3",0.222184161033112,4.36693566513529
"Dmrta2",1.25446239725644,6.77338568456834
"Dmrta2os",0.620823180876537,5.2951773560333
"Dmtn",1.17647958357548,5.50177302523258
"Dnajc27",2.34375938314597,5.75250538647175
"Dnajc6",0.582327842332377,4.32168677137781
"Dnm1",1.68228556546386,7.57386931553398
"Doc2a",0.290931529078293,4.23431260510751
"Doc2b",0.214828339523266,3.17691548394267
"Dpysl3",1.48678525437228,7.01331572704657
"Dpysl5",0.474634540750314,6.36860195210929
"Draxin",0.821442817965069,4.49367006078529
"Drd1",0.83931784132675,4.10589107047294
"Dscaml1",0.428775201670816,3.3681266857429
"Dusp14",0.977399192055981,4.78115945371854
"Dusp26",1.47499112788387,7.10623924424796
"Dusp4",1.85082875851994,7.18345904703722
"Dync1i1",0.20579685477856,3.68835056600081
"E130102H24Rik",1.11382149687863,3.57423038747108
"E330013P04Rik",0.361443411733077,3.69968407038423
"E530001F21Rik",0.304468669087053,3.11309343790321
"Ebf3",0.291249206894944,4.87113534877375
"Ece2",0.960363611608363,5.09219719166355
"Ecel1",0.303419134006513,6.99584420326287
"Eef1a2",2.12886244297303,9.01572093005875
"Efna3",0.52200516365039,4.81793449997705
"Efnb2",2.06716541698521,4.9856663131493
"Elavl2",0.268997212675704,3.65486725924597
"Elavl4",0.514078143305306,3.75931633787487
"Elmod1",0.471239937563019,4.69880215491069
"Eln",1.04917534895744,5.92063671335444
"Eml5",0.900264596749567,4.39627419008549
"Emx2",0.96094657201246,7.16050862581684
"Eno2",2.51238184519645,8.3631543423451
"Eomes",0.414271923241385,3.94975661756882
"Epha10",0.3279843341664,3.02624298616103
"Epha8",0.0932767565046056,2.66881323602171
"Ephb6",1.54601320746093,6.8010571016054
"Erc2",0.178414811132211,2.78862345905663
"Ero1lb",2.47325730945556,4.50826006804327
"Fam131c",0.157557184688904,3.38762701711586
"Fam155a",0.239217307636983,2.87907975355815
"Fam163b",0.453452484213039,3.85163349558496
"Fam167a",0.597211675331368,4.18072432569664
"Fam169a",0.694917411066786,3.58736928553533
"Fam171a2",1.88206248144889,7.19049731848146
"Fam183b",0.2322986920665,3.31038098625
"Fam241b",0.385848231098169,3.05789263883806
"Fam43b",0.517364893759275,3.79333728307919
"Fam57b",0.970212536999861,5.07276749433707
"Fat3",0.511174455764049,3.55683186515499
"Faxc",0.651320143962402,3.91372805191779
"Fbll1",1.33213514412629,7.29579155051244
"Fbxo41",0.871302722759801,4.78931331591331
"Fibcd1",0.155909547138702,3.93963445773749
"Fibin",0.558198060197787,7.16961937715837
"Fkbp1b",3.02447439457371,4.7993209728399
"Flywch2",0.835203691349377,4.0871901848494
"Fnbp1l",1.38250365166124,5.78145292157302
"Fndc3b",1.5015568076637,3.61516984494015
"Fosl2",3.75941604588955,7.72791025991198
"Foxo6",0.616190598250388,5.3069504041463
"Frat1",3.44254440259073,6.04391592560619
"Frmpd3",0.321668432083222,3.42624316036096
"Fut7",1.77164330261439,2.93354866795636
"Fxyd7",1.0512480266687,4.8444691064974
"Gabra1",0.369131138430316,2.90738705969683
"Gabra2",0.461341807252666,3.40084709416665
"Gad1",0.909233958519438,6.49051560806481
"Gad1-ps",2.3631964490543,6.31001664561972
"Gad2",0.345347121463417,4.94673260826763
"Galr2",0.842765860373058,4.05164503370695
"Gap43",0.632746092223063,6.30523073293603
"Garnl3",1.74664207710585,3.60424293559844
"Gatsl2",2.33303452479024,5.85056092134106
"Gcgr",0.181541048903552,2.96979419577935
"Gda",2.55875844780899,2.85027847658906
"Gdap1",1.11358273307582,6.38496614109093
"Gdap1l1",1.38904310198138,6.41034160379965
"Gdf5",0.103276642691127,6.28967876752147
"Gipr",0.363423560680144,3.6226800109977
"Gjd2",0.267401793785633,4.82781284752324
"Gm10419",0.917394673809097,4.58096248144005
"Gm10805",0.368687326511835,3.2947284923483
"Gm11223",4.45329652705191,13.8789965443761
"Gm11747",0.451045794800234,3.91470465835356
"Gm11874",0.5718037293762,4.02564683879505
"Gm11902",0.0748471230324669,1.58382983087743
"Gm12063",0.124284897426129,5.58174774259385
"Gm12709",0.291759486768515,4.36111024232789
"Gm14204",0.120463836643407,4.16965246633923
"Gm14799",0.0833167932299217,3.2152693944748
"Gm14824",0.518941534891366,4.50471664594651
"Gm15016",0.225995958303349,2.9567671825637
"Gm15264",0.112345894946782,2.39347945974987
"Gm15328",0.400276916977095,2.9101489314052
"Gm15379",0.306004998746465,3.00316510562976
"Gm15760",1.73994738426327,5.28919482056309
"Gm15892",0.74053273912241,3.33215781642344
"Gm16099",0.274618875687985,3.10360336628066
"Gm16485",0.397648860716887,3.84638621840596
"Gm16853",0.743185375181497,3.53492183599093
"Gm17366",0.977638699338452,6.10683831600825
"Gm18294",0.303169386271843,4.46407826244513
"Gm19688",1.0940768645211,4.35597087093993
"Gm20635",0.334253966809151,4.07714291065651
"Gm22019",0.364683536008852,2.49839214164377
"Gm22165",0,3.75381922567978
"Gm22205",0.295990934959718,3.10845467896647
"Gm22513",1.85327926591341,5.57560010904522
"Gm22965",0.255918896940511,3.79237434636245
"Gm23213",0,3.01732825077169
"Gm23257",0.904029074718845,5.68229607713429
"Gm23787",0,3.95914137424236
"Gm24598",0.88937241352046,8.28175883002381
"Gm24923",0.253737386647947,3.04367668547366
"Gm24993",0.585703502117507,5.91203056176202
"Gm25076",0.975915863845852,5.23518421525434
"Gm25186",0.128186399517243,2.90659759770703
"Gm25224",0,4.11246340525267
"Gm25607",0,3.77666940979123
"Gm25854",0.147630754926619,2.42024849243501
"Gm25856",0.140437722039356,2.51898916839462
"Gm26339",0,2.83246915642443
"Gm26580",0.0453316779975487,2.59981510727398
"Gm27000",1.51791202063431,10.570342844081
"Gm27032",0.670820110971803,5.83495650863841
"Gm27199",0.0806377834377972,4.87305665078917
"Gm27243",0.12071993147327,3.29208694500678
"Gm27350",0.297816785315725,3.94751171997199
"Gm27379",0,3.6929111330211
"Gm2830",1.15829902120015,6.39258171225962
"Gm29374",0.137326599871657,2.79062569603168
"Gm29483",0.0776830612470067,3.4795418877168
"Gm31579",0.018448947098115,4.91432323965545
"Gm32444",0.247682406771269,3.26238120737098
"Gm35025",0.585809922568709,4.21737403489688
"Gm3510",0.118012932201133,3.05336328558333
"Gm35842",0.184462586050916,2.66304527190939
"Gm37095",1.53878712706058,4.05655667823778
"Gm37711",0.322255134420562,3.43833376092512
"Gm37714",0.284773390654273,3.04026872243212
"Gm37899",0.179725424039746,2.49356522025449
"Gm37928",0.185557164224185,3.98142901008625
"Gm38364",0.40897689645792,4.34552942293386
"Gm38393",0.695877141889204,4.29200129037615
"Gm38534",0.270717852452822,3.34680445359586
"Gm40841",1.08469042335945,4.52913674060876
"Gm4211",0.145538753140541,2.69258250858955
"Gm42372",1.8095706444076,6.82970679103433
"Gm42528",1.20599690714867,5.61684565519507
"Gm42741",0.352030430285038,4.31222331165658
"Gm42944",1.27636661575032,3.39599170849728
"Gm43012",1.01168802684995,5.24854603282076
"Gm43137",0.343119588352611,2.64836617616653
"Gm4322",1.21947787851864,6.56779589751643
"Gm43268",1.631672489089,4.82432718396269
"Gm43279",0.445524869474161,5.72644038717107
"Gm43461",2.73112572111744,5.11595800483484
"Gm43690",1.96374045592035,4.95289084043572
"Gm44155",0,3.4538726815133
"Gm44156",0.0381033300191418,3.15249479441476
"Gm44340",0.0823713592520254,3.00118032378724
"Gm44644",0.354044014754575,2.68060929313029
"Gm44718",0.276356770678513,3.11211739278532
"Gm44742",0.0215043707020981,3.42638597187827
"Gm44811",0.0469757954568932,2.80685529288419
"Gm44946",0.053327904629115,2.49790570128691
"Gm45104",0.557417224045118,3.67515077711813
"Gm45151",1.10866029018743,3.50125211366981
"Gm45884",2.37089995894034,7.34184258919452
"Gm47033",0.290663490511833,3.95410117679983
"Gm47163",1.20474749879117,5.94579413620439
"Gm47982",0.753726378428063,4.33254560273399
"Gm4825",0.121532715698452,3.06350997888598
"Gm4889",0.272668538677937,2.6012011125472
"Gm5406",0.0185240898195194,3.5232079356147
"Gm5424",1.46862645145849,8.11537943538923
"Gm5441",0.47917749636453,3.54131892795043
"Gm5468",0.264888078264337,4.49537320719483
"Gm5741",0.771966316308124,4.77252882970514
"Gm6013",0.0769581778988176,3.09108898055553
"Gm6272",0.102120797049342,3.50951260703589
"Gm7308",3.76963413174892,11.1248711467477
"Gm7656",0.206047724848581,2.47210294655459
"Gm7838",0.16359431142206,2.65298318966402
"Gm8034",1.62738851762726,5.68752026734123
"Gm8099",2.50592000943549,8.37797144028509
"Gm8773",0.173826753357754,2.77567297752071
"Gm8860",0.153925194177631,3.52379389523606
"Gm9269",0.642589128435591,3.92163698391115
"Gm9954",0.253315064654047,3.59449885207059
"Gm9987",1.08477758684168,6.05171655974226
"Gm9996",0.56388028287519,4.31447019780743
"Gng2",1.88981455832901,5.63424376263306
"Gng2-ps1",0.960283536260867,5.99857307627032
"Gng3",0.601379295015016,4.44656050674479
"Gnl3l",3.09505624498417,6.65675319167009
"Gnrh1",1.41696550148353,3.51215508752045
"Golga7b",0.943537161502265,5.00008921753106
"Gpc1",2.02892611549281,7.4910626710974
"Gpr12",0.22473144113439,5.60131232354584
"Gpr135",1.01436752071793,5.98745853965231
"Gpr149",0.206437954762735,2.54442921398203
"Gpr151",0.367728885072656,4.36883931284662
"Gpr27",2.17860428378339,8.01234062309197
"Gpr61",0.600575349538797,4.58085664092967
"Gpr83",0.320017738697527,4.83638920503895
"Gpr88",0.744762912710051,5.87665148652816
"Gprin1",1.07971738123681,6.98200398189012
"Gprin2",0.488037775483891,3.71139571877633
"Grem2",0.0923460175508951,3.3572128641671
"Gria1",0.308720218802513,4.3921566735778
"Grid2ip",0.307609962860787,3.67354173736783
"Grin1",0.769243199490667,5.70081641257795
"Grin2d",0.436358173713972,3.9077001278248
"Grip2",0.304126795286361,2.89910785480027
"Grm2",0.441003201811117,6.89777815182109
"H2-M5",0.364342485297124,4.29590291346634
"H2-M6-ps",0.129688072867387,3.23749253280907
"Has3",0.380493926903552,3.09514087393425
"Hcn3",0.951627770362842,5.63140342791332
"Hcn4",0.132030901955948,5.32425087621352
"Hdac11",1.99742516716254,6.34621470514536
"Hdgfl3",1.62847636031913,5.9035115473414
"Hist3h2ba",3.76635847478325,8.50883631080886
"Hn1",5.38973119271963,6.92699130497481
"Homer2",0.38659928312307,3.60455620745843
"Hook1",0.719110729104376,3.99056396482995
"Hpca",1.34526620461993,6.52380289545733
"Hrk",0.524971354013265,4.06419063769729
"Hspa12a",0.948294785468358,4.91500964899788
"Htr1a",0.220220692056487,3.64362665471871
"Igf1",0.690576514671875,3.07026882587583
"Igfbpl1",0.312727077074705,6.12154761628672
"Igsf9",0.742479573565599,5.59698578598331
"Ina",1.22525294530298,7.9132414585605
"Inha",1.27866570510485,6.79252030595637
"Inpp5f",2.64944339104781,5.97250407456993
"Insm1",0.9734131465448,5.68163097099026
"Insm2",0.568621340739424,5.19225478294513
"Iqsec3",0.270618166319699,4.17439216794742
"Isl1",0.115339741477379,3.71578464291846
"Islr",0.518734258057726,4.35286510468177
"Isoc1",3.74162794899946,6.86419116151829
"Itga3",0.762422875619816,4.00882246051273
"Jph4",1.812060705377,7.98342209350551
"Kantr",1.58305826701518,3.47005403018083
"Kcna4",0.567807628442035,5.75180078537543
"Kcnb2",0.163439108328505,3.19405321342076
"Kcnc1",0.704725766856857,5.10475270741085
"Kcnc2",0.182758041803623,3.32065931044458
"Kcnf1",1.05034906189398,5.61808429261938
"Kcnh7",0.1744659540729,3.71571701761416
"Kcnip2",1.26831571461229,7.07652838763178
"Kcnj11",0.680263166042712,5.09428811475694
"Kcnj5",0.260320627524757,4.772641472654
"Kcnk9",0.232544752965836,5.6258030340766
"Kcnq2",0.769695943745779,5.97982775027624
"Kcns2",0.181902533517648,4.82008659427309
"Kcnt1",0.557470028291644,5.1665190800629
"Kif5a",2.7915070243014,7.40343094221723
"Kif5c",1.11073105902742,5.63945051609026
"Kit",0.722812365308755,4.73480750634315
"Klf5",0.806514376883959,3.52398762989914
"Klhdc8a",0.563519149676228,4.51209837669072
"Klhl34",0.637421047954021,4.86881207702116
"Krt222",0.963861280436249,4.13661382556609
"Krtap28-13",0.110860366483047,2.8615067192065
"L1cam",1.40619783670562,6.87914132298582
"L3mbtl1",0.195819455040337,3.35237157373554
"Lancl2",1.00578210001511,3.76087823398918
"Lefty2",0.072516908598116,3.31228285101423
"Lgi2",0.51247916568471,4.65117135784397
"Lhfpl4",1.53317685621583,6.18507522249168
"Lhfpl5",0.0945894341818562,3.80446047088031
"Lhx1",0.35818820930996,6.44700644262524
"Lhx1os",0.0408919217039872,4.91932981841772
"Lhx5",0.0718970366237117,6.81095534411157
"Lhx6",0.164153294643992,5.44581587742531
"Lhx8",0.0715099225167216,3.10793378194768
"Lhx9",0.103025109531669,2.80120977600439
"Lncpint",1.21878219520669,3.01320417489386
"Lonrf2",0.787205173282167,5.42287578982033
"Lrp11",1.27838938868439,5.63670399167026
"Lrrc26",0.155260495703412,5.26634929255939
"Lsm11",2.53298624910412,5.1970457740196
"Ly6h",1.25468406082379,7.58524884462773
"Lyrm9",1.98887127209831,4.52567038603791
"Magee1",4.42059456720016,9.56479740279791
"Magee2",0.869706937469751,5.0392828616502
"Mal2",0.424881394954571,3.72946860129907
"Map1b",1.53346595952704,7.15584734912744
"Map3k9",0.933106512518337,4.05631457460346
"Map6",1.11485922192156,5.5537050182758
"Map7d2",0.687583702955921,3.65858680742785
"Map9",0.923788008903712,5.4383392809661
"Mapk10",0.4328386182429,3.22808706747154
"Mapk8",2.22504989657682,5.59984721476669
"Mapk8ip2",2.12210847777663,8.17145206708126
"Mapt",1.62754026333385,6.77810792062368
"March4",0.134531523427407,3.88154620538092
"March9",2.18026610819034,6.81311395137608
"Mast1",0.463586142843464,4.49180184634358
"Mchr1",0.646267396463309,4.09360980938122
"Meg3",1.44103741106177,10.45125767343
"Mettl7a3",0.263836162984581,2.93613864030779
"Mex3a",1.84573033845296,7.30291692229567
"Miat",1.34519662486572,7.51377891610745
"Mical2",0.543459852542706,4.0618881462849
"Mir1197",0.250612269996868,2.39383322800345
"Mir124-2hg",0.817263861055823,4.83466833748708
"Mir124a-1hg",0.827853114688554,6.5136220951828
"Mir296",0.387724659554854,4.17233207335443
"Mir298",0,3.12927627111846
"Mir3070a",0.190449730248821,4.53001996445091
"Mir3070b",0.0483571039524779,4.63215216683574
"Mir384",0.124148707481704,3.83996505022855
"Mir493",0,4.82072380434574
"Mir540",0,3.66060980148625
"Mir673",0,3.55157128539725
"Mir679",0,3.78662496779591
"Mir7-2",0,2.46774348303763
"Mirg",0.275677473592793,5.06407449787666
"Mlf1",1.12251748802907,4.43872074034986
"Mllt11",1.13554665679292,4.68938415148899
"Mmp24",0.502124977037652,4.69617228556089
"Mn1",0.63474022977305,3.77143976467422
"Mpped1",0.681766261981142,4.59979007839394
"Mrap2",0.13448443264285,4.22276593842418
"Mroh7",0.251291938852822,2.84264597736622
"Msi2",1.09299412831838,4.17871187758927
"Mtcl1",0.829570259804117,4.52676490033113
"Mtss1",2.13976345963713,4.90547449161313
"Mturn",2.24730793763285,7.5206898225797
"Muc3a",0.346017357286731,3.70442695059833
"Myl6b",1.8208027115335,4.95343302264644
"Myt1l",0.17431157461704,3.05854900879709
"Nacad",2.32286673251299,6.96489824453882
"Nanos1",2.83070024721318,7.77055937964876
"Nanos2",0.308467733491822,3.60568984433014
"Nap1l3",2.37680406886994,7.71557101422509
"Napb",1.22302457568291,5.55922600479609
"Ndnf",0.839318965945467,8.98646719814098
"Ndrg4",1.47023842913318,8.26114217446649
"Nefh",0.605341106006511,3.64003407006668
"Neurod2",0.67878715597476,5.80055253522082
"Neurod6",0.656354293601566,5.77240089265339
"Nfib",0.69033241638451,3.9290900093366
"Nfix",2.09209961471261,5.47550117976118
"Nhlh1",0.0359636906416927,3.36725640323858
"Nhlh2",0.14228177223291,9.06928458546641
"Nipsnap1",1.98464660030059,5.35477537929328
"Nkx2-1",0.0358280018363075,4.459580216106
"Nos1",0.0852542804144602,4.02123451835803
"Nov",0.854388576199099,5.0579137203928
"Nova2",1.04679117145963,5.22534472348489
"Npas4",0.913634727192393,9.43998737271291
"Npb",1.26027456975758,5.35988353400384
"Npnt",1.05930654225227,4.77810344704527
"Nppc",0.625495542141732,6.28042376827372
"Nptx1",1.70631226555897,7.50979383041516
"Nptxr",1.79215276106225,7.24637726985185
"Npy",0.878881290810016,9.40509772452263
"Npy1r",0.449924222738477,3.82093288775838
"Npy2r",0.106464462713595,3.14366437474723
"Nr2f2",0.821773613531425,6.80826631101739
"Nrep",2.37004187703874,8.02081177699847
"Nrip3",0.822252786733619,4.61272150718701
"Nrn1",0.922482039619638,6.88468787038492
"Nrxn3",0.168727332930071,2.48167215779091
"Nsg1",1.70859866192775,7.98464545409627
"Nsg2",1.09649545904373,7.28077070887946
"Ntng2",1.35439481440034,4.63667371244522
"Nts",0.291999132563852,3.54279675099145
"Numbl",1.76679296455417,5.30796653932867
"Nxnl2",0.195038654359649,2.97970208389407
"Nxph3",0.613105352437393,6.81034440211431
"Nxph4",0.298209388492851,7.17293432375134
"Nyap1",1.07775945503093,7.27551423867105
"Olfm1",2.60122627677982,7.77915838090832
"Oprl1",1.29568438344907,7.33062618156286
"Osbpl5",0.787984976156127,3.67592958034447
"Ovgp1",0.640020913794847,3.29038064786424
"Oxtr",0.0684185335065805,3.60751932654328
"P2rx2",0.401021933869385,3.09800355147097
"P2rx5",0.406140207072191,6.06538038421738
"P2ry1",2.60634648854424,5.71493444440777
"Pacsin1",0.986825448473083,5.04414216316164
"Pafah1b3",4.82051835006009,7.91174586961875
"Pak3",0.364624906597323,2.963049946142
