"","other","neuron","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"AC087902.3",0.721888702860514,0.795118814009,0.15925064837905,1.22335076442536,0.991050968550563,0,0.15925064837905,0,0.515465579949353,3.39925686621178
"AC102103.2",0.0688598047003999,2.11563755016196,0.439953545138223,0,0.279970437815233,0,0.439953545138223,0,0,0
"AC114585.1",0.187316196445196,1.19362311664999,0.313639103901234,0.202572017446762,0.328183674937425,0.0515073606427651,0.313639103901234,0.0527818734751104,0.0268146828776083,0.558077524781898
"AC115735.5",0.470386566237997,1.58179081433282,0.498288626703755,0.584897794342313,0.684715026842474,0.158834361599391,0.498288626703755,0.211779148799188,0.608294391166912,1.00924357216946
"AC116950.1",0.0599169866812738,1.30235685598303,0.247847880303243,0.0507824384247707,0.194654060865533,0,0.247847880303243,0,0.06530072621005,0.0972030767492162
"AC117202.2",0.131935291300911,3.31314992748494,0.520929335926876,0.189217331776196,0.469113091427064,0,0.520929335926876,0,0,0.605495461683828
"AC117202.3",0,1.24334311340984,0.177620444772835,0,0.113031192128168,0,0.177620444772835,0,0,0
"AC122291.1",1.00210783288506,3.55773152215126,1.05083922768186,1.27892082359613,1.42669388835282,0.47340210266527,1.05083922768186,0.519159500992191,1.6656670303741,1.8038882039429
"AC122393.2",0.0567330818185843,0.762460772001968,0.108922967428853,0.0992828931825225,0.141520356132922,0,0.108922967428853,0,0,0.317705258184072
"AC125351.1",1.87798493085439,7.30362226003674,3.26850631429932,1.33948338648788,2.57155251008589,1.32708342026335,3.26850631429932,1.48220843231564,1.56503236206246,0.942664355919975
"AC127578.1",0.128732858905736,0.8255423945524,0.1179346277932,0.225282503085038,0.0750493085956727,0.450565006170076,0.1179346277932,0,0.720904009872122,0
"AC139513.1",0.12904877032523,1.47725098081604,0.469133395052751,0,0.298539433215387,0,0.469133395052751,0,0,0
"AC140267.3",0.202146424723622,0.948203203753352,0.211941310221027,0.286832997292108,0.343477559080369,0,0.211941310221027,0,0,0.917865591334746
"AC150314.1",0.276604338640207,1.67197373407866,0.238853390582666,0.484057592620363,0.504039497731051,0,0.238853390582666,0,0,1.54898429638516
"AC154227.2",0.114249582527278,1.92389223559071,0.393056671959326,0.0964987109071649,0.320307853724782,0,0.393056671959326,0,0.0755156331403576,0.23328024176257
"AC154766.1",0.716796550522331,3.96779419007576,1.61725886251784,0.335266732470437,1.27299508158076,0,1.61725886251784,0,0,1.0728535439054
"AC157572.3",0.537992271780982,1.75919556030428,0.542791402440305,0.686443443519486,0.584234807274827,0.716126121303731,0.542791402440305,0.954834828404975,0.67788184253456,0.372935382641826
"AC157572.4",3.0912765439714,3.06816451064672,1.30969812743979,4.64726865427097,1.98876621415568,6.11740194263344,1.30969812743979,5.79412317470707,4.97014414050845,2.94816774351017
"AC157931.1",0.155652047792826,5.41005104249296,1.04146657483809,0.0373642109657347,0.689925428326592,0,1.04146657483809,0,0.0211207369100354,0.0984447381803156
"AC158554.1",0.20180730162527,0.608409967260769,0.0889581511188059,0.351375641522864,0.312155653637687,0,0.0889581511188059,0,0.38478880290624,0.739613249966925
"AC161199.1",0.480779443742242,1.70659114023079,0.391350305239336,0.712256401993354,0.759062988277583,0.0219526203921915,0.391350305239336,0,1.62350056796512,0.655719918413616
"AC161537.1",0.265793498812331,1.63633615859725,0.278269780371647,0.426194584921043,0.462289631255966,0.0680647995385633,0.278269780371647,0.0476382175973542,0.715773870925478,0.590882939705036
"AC162863.1",0.36722783743652,5.08218335132641,1.39257906571231,0.0594149519314425,0.929397552312518,0,1.39257906571231,0,0,0.190127846180616
"AC163040.1",1.18666830320826,1.27270538555798,0.368532318190602,1.91329192539243,1.54800015440702,0.214514982999111,0.368532318190602,0.233884925719432,1.59219877260905,4.24967347778342
"AC164879.1",0.155889161440378,0.558827646011585,0.0929412236180006,0.26133591760636,0.249206900561535,0,0.0929412236180006,0,0.0828087703669288,0.753466165973422
"AI593442",1.61769753224298,7.01096381816263,3.12718849955143,0.971051221588049,2.39959511660154,0.815795746736871,3.12718849955143,0.814543109793401,0.887871011206892,1.24204116612278
"AI606473",0.0371157065934732,3.48123927422064,0.503975354188121,0.0591289609015523,0.363714469684479,0,0.503975354188121,0,0.0271946980738378,0.16201797681113
"AI839979",2.22578582386059,2.38529763214066,0.749991136109808,3.53704515167754,2.27362153166103,2.13411557947941,0.749991136109808,2.40587461364972,0.636293002650932,7.79520194633752
"AL589670.4",0.226076838984007,1.54461698458343,0.431252012577097,0.211366080289982,0.428153884578139,0,0.431252012577097,0,0.0483769227863082,0.627994534141635
"AU022754",0.401157039339493,3.27568204890087,1.14504669059841,0.109569220683112,0.808352781786707,0,1.14504669059841,0,0.112785076571096,0.237836429614862
"AW121686",0.791127001089297,1.07370886550154,0.235775016223187,1.31238272089867,1.09444332956248,0.0276525638910937,0.235775016223187,0,0.447749455488701,3.75187525138706
"AW551984",0.494008805381756,5.46211347691998,1.39597086147,0.325805090246822,1.08105863770634,0.121647934373713,1.39597086147,0.124966947164618,0.13067507630701,0.761940875885278
"AY074887",0.672606878366699,1.38345313299178,0.404709340515577,0.995873005814566,0.689275832029843,0.804478819449323,0.404709340515577,0.586130462891657,1.41937242454939,1.06406463858723
"Abca5",0.805157219873603,3.91410068961528,1.86111262601233,0.269814173219929,1.32461588425757,0.153881760253114,1.86111262601233,0.164691836133668,0.191777046276182,0.473998104667188
"Abcc8",0.0861202874315804,2.71026652357642,0.44343360744463,0.101489411938267,0.346827477694896,0.0252120732436729,0.44343360744463,0.0229901383288073,0.0372015205991478,0.259976431608739
"Ablim3",0.212032526132567,3.78004037053898,0.826664753492983,0.120230307743004,0.605218756091564,0.0227723548469294,0.826664753492983,0.0245333920283727,0.0882584899705499,0.267038424373017
"Ache",2.70611136768883,9.02234144946551,4.12145753811346,2.25721222878937,4.06201232996112,0.556441241884191,4.12145753811346,0.139811563846838,3.30713205321454,3.74817320229524
"Ackr1",2.038540559918,6.84705381790447,4.12813568126875,0.811208985984403,2.9957494390684,0.608344456751015,4.12813568126875,0,1.22807803242311,1.36779072272698
"Acr",0.477010222902394,4.13787108201246,1.43478728958876,0.0965628969405813,0.933667623856247,0.136417585056815,1.43478728958876,0.181890113409086,0,0.0907331341189568
"Actl6b",0.712626184541153,6.12369490113509,2.12305438492825,0.154885098776689,1.45366460203054,0.0275377155938255,2.12305438492825,0.0367169541251007,0.254239477106633,0.19733249402865
"Actl7a",0.283407935954736,1.30289602425864,0.363993982738703,0.340331156056752,0.479146102511358,0,0.363993982738703,0,0.0583961190376074,1.030663580344
"Actn2",0.244555456838241,1.13057081279519,0.306411443588019,0.301183387926803,0.356267925886644,0.158850005944369,0.306411443588019,0.17436647515045,0.254533327356802,0.500013743828428
"Adam21",0.349215895792777,1.59127769584893,0.34599740014132,0.507289804494821,0.526104907667911,0.173286563150199,0.34599740014132,0.0808940199845487,0.30281189469591,1.22344265570606
"Adamts14",0.113850801401938,1.19000647237886,0.198122072262179,0.174632898271342,0.249395340292175,0.0101422371980145,0.198122072262179,0.00820810777854662,0.0408132750317192,0.508162270102318
"Adamts15",0.351999573394077,4.02318680437469,0.985601777337468,0.256496048816187,0.801866783063381,0.0326615545486452,0.985601777337468,0.0330654583285359,0.0888409243048647,0.692267881912689
"Adarb1",1.03462072687517,3.46163464893147,1.44812255841511,0.976183364534756,1.2659973467433,1.0050885027519,1.44812255841511,1.27877014505172,1.03591722345441,0.553345368994748
"Adarb2",0.206690831307478,3.05647721772866,0.632568648945591,0.190271039176777,0.503843234016317,0.101968320463467,0.632568648945591,0.11586691136857,0.0836786593224182,0.386148372400984
"Adcy1",0.856407405893476,5.48146247822804,2.32273451704525,0.151503067677497,1.5690285849815,0.0529629314850639,2.32273451704525,0.0601496240978006,0.147124715394461,0.265505552256168
"Adcy8",0.289420909415421,2.30743131966936,0.71310940370643,0.170944778192529,0.567663794442614,0.0287555781541242,0.71310940370643,0.0148467273126758,0.258272281694105,0.270934935746778
"Adcyap1",0.279348394516468,4.07630760565488,0.818490994096541,0.282218521276206,0.703914280408281,0.0610320110985842,0.818490994096541,0.0813760147981123,0.185691750615952,0.619756299710171
"Add2",0.64383327622863,4.52498937650578,1.74802561658269,0.162809490953472,1.197961380973,0.0902700132508874,1.74802561658269,0.0935926145280645,0.118991838103344,0.289687395514089
"Adgra1",0.591124280189939,4.06357280873028,1.67420140617213,0.0774878610230629,1.1182065366637,0.0097602070221801,1.67420140617213,0.0130136093629068,0.151213296777226,0.0811315272610872
"Adgrg2",0.127284981533303,1.2656408559302,0.228949134160413,0.180623332284194,0.25385695785593,0.0638010152453024,0.228949134160413,0.0706718339721039,0.0302366310231002,0.462951831519796
"Adra2c",0.51044510527301,4.1949219263353,1.46055161162998,0.139661514843452,0.985875922399023,0.124129563442049,1.46055161162998,0,0.283148396688971,0.163768450810075
"Aff2",0.172724885780561,1.24877367361366,0.238293204300041,0.249858705555155,0.28293235813863,0.138666533754148,0.238293204300041,0.163316627913499,0.0461879901773682,0.557379914102929
"Aff3",0.365887917313759,1.27332380761403,0.383542149719406,0.463869950246352,0.552079958635288,0.0807187762546234,0.383542149719406,0.0943848348119408,0.0764231611770695,1.29469887783693
"Agtr2",0.150516812389937,1.66801155541117,0.294289869680059,0.214402230138735,0.343204266260935,0,0.294289869680059,0,0,0.686087136443951
"Ahi1",1.15847844526671,4.82693447480645,2.4368934704803,0.498422301897283,1.84999781516533,0.173914185430433,2.4368934704803,0.189246334836697,0.471311286912281,0.896544477354989
"Ajap1",0.147064008848502,2.88738388157354,0.603261056597075,0.0904315761591316,0.415060823877425,0.0951527357002249,0.603261056597075,0.109157473952919,0.0403847951583327,0.118007279807386
"Akp-ps1",0.145469273109406,1.75690673258653,0.511958805179695,0.0262206149825441,0.344861505101656,0,0.511958805179695,0,0,0.0839059679441412
"Aldh1b1",2.66352547584849,5.08709592550295,2.3079408139403,3.27760836122498,2.84604327633413,2.76749413692661,2.3079408139403,3.3177939410202,1.59307276233186,4.91392126436382
"Alkal2",0.368405078837712,2.59666876272916,0.498322187502837,0.533260569242159,0.672768008720151,0.0884729426338692,0.498322187502837,0.0931070413954313,0.211327719672205,1.38337765222819
"Alox12e",0.19085443141133,1.29707091304364,0.191675125958045,0.328413383886993,0.264862291074772,0.263886937744941,0.191675125958045,0.351849250326588,0.113626463061937,0.515077264984537
"Aloxe3",0.243255248855295,2.47362155830645,0.506367062741092,0.291828200386617,0.499430030463952,0.0963661767942782,0.506367062741092,0.100924112075909,0.478539728173477,0.334201578572605
"Amer3",0.24619961280756,4.27713475928178,1.00408533122119,0.0869165025049071,0.68834412718474,0.038035984888871,1.00408533122119,0.0507146465184947,0.135865525412214,0.081409706781295
"Amigo1",3.22879468800024,6.75369714759126,4.29380480176216,2.73752364590744,3.81615817522035,2.49477071304268,4.29380480176216,2.60453619206026,3.12383717612679,2.51079506030469
"Amy1",0.455605116141093,3.98785539376667,0.967907142053674,0.448872128170782,0.891556297698478,0.139801936264678,0.967907142053674,0.128159729037138,0.358059434958084,0.924539700343852
"Angpt1",0.334911891704397,2.02531706131523,0.465888633146875,0.431607889143582,0.564345113187015,0.126571825029904,0.465888633146875,0.118721654931434,0.0844454507726679,1.15423380856907
"Ankdd1a",0.404879485355623,1.5522514205853,0.393610640730371,0.558161216306428,0.640278223654193,0.0443759388419762,0.393610640730371,0.0514247601540519,0.128194395831355,1.59621178416435
"Ankmy1",0.163843891705519,1.76723963380571,0.377373112935981,0.177430290891388,0.352658374476452,0.0454529996104996,0.377373112935981,0.0548810299728857,0.0474646160343882,0.454455078850591
"Ankrd34a",0.989870263182758,5.32714209975443,2.49106692945149,0.218482159769077,1.74412052584664,0,2.49106692945149,0,0.699142911261047,0
"Ankrd34b",0.393720511338365,3.08245589807033,1.00845986245312,0.191915502454446,0.768076230077638,0.0364261314883559,1.00845986245312,0.023860238082735,0.134217229778638,0.451280092376309
"Ankrd35",0.48245565712776,4.33520602794903,0.853712193628362,0.639199984042393,0.987750684029116,0.0560819258543499,0.853712193628362,0.0331378831371455,0.160574575574272,1.84509991359681
"Ankrd42",0.538108390915733,2.80199194710818,0.973413871338741,0.440201540069658,0.883923644702813,0.153087332049377,0.973413871338741,0.15466700535641,0.68356347847366,0.539481043321553
"Ankrd45",0.488963767668734,3.79172350850221,1.21381261350743,0.267565995164057,0.913489013053838,0.14720927806807,1.21381261350743,0.102358983564765,0.289464202247262,0.443916202000001
"Ankrd55",0.214650908433532,1.14863249669893,0.232259056050386,0.31599147780196,0.32457131908926,0.145865176196632,0.232259056050386,0.161206832556503,0.41093223800292,0.406792291895548
"Ap1s2",4.69882315876429,6.83584609545655,4.0299858708064,5.55118365281397,4.78235332545266,5.00337093454434,4.0299858708064,5.46500608715991,4.62896974701501,6.57681063739781
"Ap3b2",1.33762675977987,6.05008010873112,3.31354104015483,0.197758433070688,2.22941890368277,0.063311701284704,3.31354104015483,0.0724822147147001,0.172977453512268,0.372870874656294
"Aqp12",0.0748446531420195,1.60991273804712,0.344888746858499,0.0304395817532379,0.241612534730491,0,0.344888746858499,0,0,0.0974066616103612
"Arfgef3",0.318027626327845,3.97807232903962,1.01533383644376,0.165390280315389,0.746306873522487,0.0552708722205244,1.01533383644376,0.0505223641848063,0.101591291773918,0.36703076821356
"Arg2",1.29603505685408,2.25798237982191,0.827839362964146,1.82594970437875,1.7945547052439,0.165592854524015,0.827839362964146,0.154377973470618,1.00295977732546,4.6548257085218
"Arhgap20",0.208037735336644,1.70503668673757,0.487876803433954,0.150303419676613,0.381456827032961,0.105384971022003,0.487876803433954,0.127608484046319,0.0583805169513125,0.269460245158268
"Arhgap44",0.507442461786157,3.68920760878009,1.32667509519343,0.188334550929037,0.952170922813732,0.0798804807088109,1.32667509519343,0.0963376855571681,0.0978018201722689,0.389263520132048
"Arhgdig",1.11702750641216,5.718191156774,2.70277204087903,0.304646495048886,1.87262692579741,0.189420015693202,2.70277204087903,0,0.947357103977245,0.0275116801791904
"Arl13b",1.96596013108515,4.39242355705514,2.34718494326532,1.93569634867375,2.70146007628578,0.549951138275934,2.34718494326532,0.577487343771055,2.35779937353558,3.14344412969517
"Armcx1",2.3478832447169,7.75493900926386,4.74768654134919,0.923937330732016,3.55719444321592,0.374041389981353,4.74768654134919,0.209499279993361,0.934017293416336,1.77118302893408
"Arr3",0.235929532458655,1.2786918149315,0.301433185277297,0.308959121551449,0.39237421125285,0.0663972363928295,0.301433185277297,0.0700506093008095,0.16222566497398,0.742382792829686
"Arx",0.777380058472623,6.6749729375367,2.41613858141515,0.0806654607809191,1.59620852328667,0,2.41613858141515,0,0.179860007728694,0.0782694667702474
