"","CON","AD","PD","HD","MS"
"ABCA6",0.975933715014987,1.04141018569006,0.99602694586637,1.02705225288041,1.01915994150689
"ABCA7",2.61153586492097,2.63517968952087,2.62433747415046,2.64084256101201,2.69910860857039
"ABCA8",2.12396973438821,2.14231750246602,2.13330474231575,2.11271353264531,2.31545850925026
"ABCB1",0.842917184398214,0.895827020463172,0.85135428846891,0.874956880371123,0.75268459140817
"ABCB10",1.80729282843272,1.80417627576852,1.79967760329452,1.75122560613064,1.88126807169336
"ABCB7",1.00705920802239,1.00191944313875,1.000594663096,0.965785340814538,1.05105553108245
"ABCB8",3.57971677923654,3.59029624769936,3.57781994091289,3.58177527029546,3.50452195986574
"ABCB9",1.90336290141857,1.92136125528137,1.90774631306944,1.95237675188671,1.75168674184091
"ABCC1",0.680378656539783,0.672801275698008,0.685461868842708,0.670272099355254,0.846236891367353
"ABCC10",2.87622555329151,2.86046273794928,2.87196737240148,2.86706032781601,2.8652996125708
"ABCC12",0.437793949552062,0.439812193267675,0.436352831189648,0.42213037490297,0.465225552549614
"ABCC3",0.372936872173805,0.338462147448901,0.399724303406651,0.321263919290466,1.22644153763512
"ABCC4",0.37068241581176,0.393499186994768,0.376811018957447,0.395852556936692,0.338153191666485
"ABCC5",3.00398740709694,3.03313691748798,3.00935903835373,2.99873780638632,3.06092701306407
"ABCC6",0.258065014785771,0.292053311541328,0.270847398309651,0.270466469355696,0.385963202238325
"ABCC8",2.28221652880049,2.26724059668241,2.27739113202892,2.28327009615848,2.21657143002677
"ABCC9",0.924444598506628,0.958463807262521,0.918910466210937,0.875263538397767,0.917608944426375
"ABCD1",0.580473140105059,0.600320533215781,0.592058326039059,0.610112996859191,0.651282358427863
"ABCD2",1.15959521167316,1.08386351400853,1.12052410889446,1.02003071512956,1.10207667397854
"ABCD3",1.76311082332594,1.75882943251244,1.75505500322681,1.73519952111441,1.71832659022533
"ABCD4",3.31565301940934,3.32730022594948,3.31780218791465,3.31591434295829,3.32902769311963
"ABCE1",0.770195446290319,0.761936242609496,0.770816045443147,0.78115428352622,0.760742489295677
"ABCF1",3.18552864229395,3.216328292526,3.19036167955613,3.18080888562605,3.22485575341555
"ABCF2",3.9206959429186,3.9053463375306,3.92652885042489,3.94835566349464,3.97129051075415
"ABCF2P1",0.322129959436776,0.309997388105496,0.332660787142247,0.355822701350167,0.437944893518339
"ABCF3",5.00589284280879,4.97072110020858,5.00060554080745,4.98839995029445,5.0573350619988
"ABCG1",1.18726790082024,1.22633900784182,1.200433890443,1.21467414299314,1.24991063802598
"ABCG2",1.06951254650237,1.05032328860086,1.04904970215791,0.991095924557088,1.00744394246257
"ABCG4",2.8267131915413,2.80126986761995,2.82225729276361,2.83189052840095,2.77947379172222
"ABCG8",0.346282778850214,0.386613659873316,0.358418759946598,0.382028263591701,0.350868956028989
"ABHD1",1.4048644287965,1.35416359730702,1.39504059580199,1.39786483873524,1.36034922462834
"ABHD10",3.85620245239706,3.8146300050346,3.84571106593332,3.83602110136502,3.82679538122173
"ABHD11",4.32797051253453,4.34066821394886,4.31605010362607,4.25529856496615,4.33769977383482
"ABHD11-AS1",0.406774569094578,0.469666114305914,0.42111646671939,0.434973120288064,0.428773817367253
"ABHD12",2.67686377081001,2.71761646077742,2.68024302956889,2.68123728505507,2.62370130209919
"ABHD13",2.92808552751343,2.90803329323225,2.91820181384837,2.90588927248744,2.86342511251513
"ABHD17A",5.79325811665519,5.75677864584247,5.76218445258487,5.7023392056344,5.60544817218887
"ABHD17AP4",0.307388281328206,0.243167040814753,0.290153221516568,0.270164253733314,0.26477037296068
"ABHD17B",2.33514196142229,2.37069759522646,2.32818534797353,2.297058306397,2.25033437389828
"ABHD17C",1.32323564620553,1.33540210023843,1.32224317365457,1.32836115835051,1.25045738808012
"ABHD18",1.28567461144984,1.25219174858709,1.2783858023791,1.26963442898604,1.28528355607685
"ABHD2",2.53763530913419,2.48520724192723,2.52043759045242,2.51100102929872,2.42277285463331
"ABHD3",1.32256406113231,1.32468616482368,1.32045967626002,1.24176367357418,1.59647693642358
"ABHD4",2.8412303985276,2.84517171798264,2.840081871421,2.81860685626728,2.89758777316845
"ABHD5",1.84590333162167,1.82123252469704,1.8295369366499,1.81635683546468,1.68781239884084
"ABHD6",2.31960544498066,2.30743804736481,2.30882634015385,2.31483043282644,2.14613534700102
"ABHD8",2.46161648103608,2.42893921463851,2.45912335420812,2.4748753605254,2.44168481769094
"ABI1",2.37446472926585,2.36063458428386,2.37062537892351,2.3636122155474,2.37397467397216
"ABI2",0.691715108368446,0.690517390190494,0.686946214675059,0.672308441454184,0.673262854465729
"ABI3",1.44415118862178,1.53668816489266,1.44575381287996,1.36843737112543,1.53974490487303
"ABI3BP",0.432089043277338,0.339314836464029,0.42401880717915,0.444200743691203,0.45699426849418
"ABL1",1.66326298341602,1.67892163933625,1.66889362125088,1.67900215048384,1.67671107671723
"ABL2",1.59096860064743,1.56708024064788,1.58466013872855,1.57320077509402,1.59293363094723
"ABLIM1",2.51986430361671,2.4987886303632,2.50472075479116,2.43903925109438,2.58297544859384
"ABLIM2",1.7595481485523,1.83423505987097,1.78377883629785,1.86022644308361,1.66664730610601
"ABO",0.822526819697302,0.830111540334712,0.834575919170376,0.905194173384971,0.722758400329298
"ABR",3.36326180468797,3.39719426199599,3.37337179800087,3.41095817108156,3.29453981102103
"ABRA",0.365522231189288,0.378290565798667,0.360051136236984,0.325553881240859,0.378399185990703
"ABRACL",2.18466695294807,2.14464546883349,2.1750041868506,2.13942215124999,2.26871648361087
"ABRAXAS1",0.386719541776756,0.426722834550606,0.39566758048583,0.403911606188793,0.40006192806533
"ABRAXAS2",2.01792593352685,2.05100196854985,2.03161828559825,2.04647939531616,2.10251531839482
"ABT1",3.90083384735138,3.85095442933613,3.89249954984471,3.86535008140488,3.99910200983825
"ABTB1",5.51289984262239,5.51037316957372,5.49955618054387,5.44585797233224,5.51008850247634
"ABTB2",0.745498167782739,0.73500751663766,0.73351970926793,0.747828241543862,0.514301628607418
"AC000036.1",0.151601726021291,0.169282484883986,0.1684740112197,0.234380247308331,0.125461199957039
"AC000058.1",0.36304722136002,0.299599704312588,0.352975455122698,0.349687241745437,0.371957946405391
"AC000067.1",0.153805711785579,0.167338740439883,0.151719008176799,0.182793091770489,-0.0407331177178672
"AC000068.1",0.910471165837953,0.986205119164755,0.930361912542974,0.951440504768781,0.963413062929394
"AC000403.1",1.97858775762697,1.9724763563108,1.97399340380868,1.97016261932681,1.93261539482927
"AC002056.1",0.0601632653486147,0.0848897188831303,0.064309477401068,0.082732590815918,-0.00816160501931222
"AC002064.1",0.512391828772906,0.523399986953351,0.526395614599487,0.553297388989673,0.611427121829553
"AC002069.1",0.0927150577443996,0.0475610189373961,0.0820232364970319,0.0821969656266984,0.0297980451681665
"AC002069.2",0.168682735176021,0.0731986826743495,0.149329724057581,0.143136260093891,0.116584540745339
"AC002076.2",0.119925985043542,0.178406403680564,0.133917772712101,0.135962284580541,0.194760881945312
"AC002091.2",0.115224687285606,0.130470033279206,0.12895375630624,0.137908910518743,0.270414530398894
"AC002116.2",0.511088757389885,0.531590497369271,0.518692112770608,0.525457633426819,0.558458521214772
"AC002310.2",0.492765375405669,0.523059645301747,0.493998496936593,0.482043181582293,0.482537976812584
"AC002310.4",1.59318059891111,1.61064136315849,1.60159443261362,1.59874704813308,1.7005245559923
"AC002310.5",0.71385410360269,0.747885436434868,0.728606766567418,0.748108685584538,0.795209699977966
"AC002347.1",0.33162315476822,0.279694463337759,0.314883744539665,0.329240476575349,0.127988732504949
"AC002368.1",0.0605441009664683,0.112544684747449,0.0700427822809147,0.0756752940210945,0.0623903822578955
"AC002383.1",0.117676548026907,0.13687594322868,0.126905047688888,0.139205315486236,0.173595843634193
"AC002401.4",0.353928802275966,0.454932275409068,0.377234539366462,0.441029520380124,0.227676231195582
"AC002428.2",1.03084667139032,1.16425368708748,1.11321631645498,1.42684532591842,0.813282429810217
"AC002451.1",0.417054248887644,0.47159027681879,0.431066512355575,0.460239264712737,0.393975593099254
"AC002451.2",0.134402668635872,0.165775478168891,0.142926108785329,0.162129696287974,0.11921280835033
"AC002460.1",0.152559309448497,0.216505705164112,0.169050065136378,0.192093453817558,0.171169821419575
"AC002467.1",2.41895783755594,2.43535993053847,2.42425409925208,2.43025116090334,2.44130134569144
"AC002504.1",0.11679653584785,0.0209323583711262,0.0934426114772151,0.0841502974085166,0.0108667241354572
"AC002511.1",0.150312188789129,0.20026653616337,0.163625235428461,0.177744350183492,0.187613610136753
"AC002511.2",0.354372633707608,0.352156095190623,0.36200008549625,0.383509271177069,0.40224008117769
"AC002519.2",0.28726109730573,0.295643493253715,0.318691193651033,0.418972995422161,0.392365279357548
"AC002524.1",4.6070771755722,4.74334848986099,4.63086760029971,4.66315011154938,4.52332084884475
"AC002540.1",0.637983769434696,0.425126352833139,0.574926471153613,0.472621061103766,0.541272081675941
"AC002984.1",0.894417506071943,0.895919372377843,0.87685953638061,0.81543413165604,0.84124038176048
"AC003002.2",1.42136909046848,1.40715326286375,1.41354410491168,1.39023651259106,1.42010085416897
"AC003005.2",0.526156557329728,0.434931794120995,0.521224398963512,0.55760167962252,0.534971558483975
"AC003035.1",0.282828806432519,0.345060322475447,0.305463545867641,0.345070815424943,0.342861409001742
"AC003043.2",0.122431647151015,0.121127339143173,0.126098019106963,0.129602236297986,0.173401028067238
"AC003084.1",0.178464050471457,0.213709256761462,0.177892941987993,0.154264541032333,0.171745495417887
"AC003101.1",0.171158840967567,0.289793865177799,0.185544795225505,0.17420541379415,0.149749335279734
"AC003101.2",0.468772523306781,0.381162326667024,0.438457552650179,0.333919092527425,0.605421368030252
"AC003102.1",2.80645150117783,2.83982585963173,2.83242288665971,2.92892900558238,2.76997296960271
"AC003682.1",0.769079186879925,0.781947517898036,0.761329539416374,0.683255840183852,0.917722245775263
"AC003965.1",0.695364706283172,0.671578587865459,0.688257217702513,0.657411464172472,0.761185820134326
"AC003985.2",0.221358791294772,0.184163159232527,0.201616874640085,0.173810750130231,0.0976277328972906
"AC003986.1",0.300093532401216,0.367904622043614,0.316334527561752,0.357781307938584,0.230846296520651
"AC004022.1",0.155549820570025,0.2307945673733,0.172162555723394,0.194374911909998,0.150158004711683
"AC004022.2",0.0867269617302827,0.029038025282533,0.0734368828647563,0.0630976428979656,0.0548018314207512
"AC004023.1",1.10338657784416,1.14286440598696,1.11143565797984,1.1323200233827,1.05243130934086
"AC004069.1",1.15898608443204,1.15560747970508,1.17840416446787,1.23584149066336,1.26424489654202
"AC004076.1",1.47374371476597,1.4637112563093,1.46916777817057,1.44227787716167,1.53051197598615
"AC004112.1",0.918918480029222,0.900008973259913,0.911226483691301,0.914763396139477,0.824710009359644
"AC004130.1",1.06032508277004,1.04896236257647,1.06164608551722,1.09640868947363,0.973010585600218
"AC004148.1",0.0901856736874104,0.136428448673541,0.110067727441985,0.155407450091522,0.122614071202183
"AC004156.1",0.62193921652219,0.604829179327574,0.614492363073771,0.594806738227713,0.620060674678987
"AC004160.1",0.127050721957747,0.0992646351235322,0.118889003264375,0.111948430517,0.0899399646675674
"AC004221.1",2.08449371978783,2.13099285616784,2.1001258222565,2.15448371008267,2.00878373536885
"AC004233.1",0.718593738709151,0.684462654006334,0.707992648683609,0.729626622933377,0.542700349508291
"AC004233.2",0.198983428584253,0.198723527026032,0.194439494352523,0.188775626004291,0.145976550935496
"AC004233.3",3.15588504190848,3.26295256890266,3.18424411612942,3.26798000552648,3.01899836104712
"AC004233.4",1.71022462562418,1.6469257028762,1.70408613050386,1.77501386803891,1.48796415660725
"AC004241.1",0.293255032586921,0.306693845219461,0.298134405360978,0.310623732037465,0.290330275640516
"AC004257.1",0.346679348684076,0.241649629084006,0.332003910354897,0.346230094865028,0.316304517673525
"AC004264.2",0.834525856484332,0.732890672477585,0.827535087667331,0.842929931915118,0.919753041785112
"AC004383.1",2.49171059146471,2.43944480491463,2.47498294912939,2.39296789512229,2.67463746128995
"AC004408.1",0.16489971520869,0.13192741696247,0.154341500194161,0.140831614267975,0.127289222109535
"AC004448.2",0.586015293889863,0.584024538838595,0.567651584872012,0.534219986431715,0.416407339284453
"AC004449.1",1.76580834430811,1.88961544239302,1.80876754417812,1.8922618591954,1.8316471870343
"AC004453.2",1.53797563681459,1.45785659305443,1.496481014929,1.43495160352227,1.29529314853998
"AC004471.1",0.483447022506304,0.451853110336038,0.495707084997801,0.554343434286816,0.537014846850096
"AC004471.2",0.367223396634039,0.359374174328029,0.372177117534951,0.408361622091663,0.326115867538135
"AC004477.1",1.44015820224654,1.41483545320672,1.44488101489027,1.43803592828383,1.6127209485906
"AC004477.3",3.0601516096251,3.11123092640353,3.0739223089808,3.06346571779449,3.20051949992219
"AC004486.1",0.31736612049145,0.460658466898053,0.351421064327538,0.372843453538133,0.431239519438174
"AC004522.2",0.436475769165545,0.434227895373266,0.437280277125955,0.439403065332669,0.447344821933492
"AC004528.1",0.128467106952824,0.0998219252198847,0.121756404538209,0.125473860195912,0.0753349562621303
"AC004540.1",0.38729482928514,0.374507906311418,0.383602020563583,0.395149571715509,0.312311437886967
"AC004540.2",0.586991354586359,0.576218584789047,0.572041236199804,0.536557236570306,0.505774565683229
"AC004543.1",0.350691283682415,0.362336967451952,0.356676991260507,0.381629573051974,0.321162066027697
"AC004552.1",0.405995966347837,0.564765960190689,0.438966736016409,0.481374669069206,0.377471180577234
"AC004556.1",0.529340933585913,0.564624753834601,0.537696762868409,0.557212829163648,0.4999166677043
"AC004590.1",1.1490578632939,1.09220216321049,1.10728895757519,0.986297084055115,1.07913256151679
"AC004656.1",5.87308653731872,5.75910542840226,5.8423719714796,5.76290897077841,5.97128471720913
"AC004674.2",0.127501840140196,0.136558754088879,0.132917289492825,0.151553309640732,0.120389332406159
"AC004690.2",0.747180805250871,0.732526176807704,0.716878555866451,0.71840913210111,0.270082744606216
"AC004691.2",0.153808257324357,0.200266237711337,0.161048579949481,0.170418489556439,0.117175289992446
"AC004771.3",1.43470370619642,1.44763579096474,1.4359552040704,1.45633653687372,1.34058011886839
"AC004775.1",0.580006920055718,0.663829760499499,0.604126279109255,0.668430012006204,0.510057835413518
"AC004801.6",0.774350083195774,0.755481187455791,0.789389979811113,0.856215848686875,0.808775999754375
"AC004801.7",0.097735214226449,0.0711766901237403,0.0954121105635052,0.0910291905196533,0.145290915531443
"AC004805.1",0.217183395856921,0.233128576190829,0.219689289021517,0.217317750010836,0.227311088196699
"AC004812.2",3.00472808083982,3.10283408951696,3.05441953817863,3.17528211952353,3.10101861619154
"AC004816.1",2.37208707703713,2.48640682727231,2.40937995755036,2.48870905955935,2.38405971101192
"AC004817.1",1.16955273716743,1.28014535087436,1.20297834142691,1.2527771670027,1.24436679078552
"AC004817.2",0.153329385574866,0.188282558328217,0.167029988124533,0.214962384467821,0.100891673877409
"AC004817.3",0.265590236766816,0.204021194042525,0.268466764382837,0.297833260451271,0.356529427525389
"AC004817.4",2.76558026658865,2.8523857096469,2.80410827266929,2.91996399015973,2.72373374683011
"AC004825.2",2.78284714551589,2.81047217420948,2.80972350778902,2.94061272310577,2.63898809583407
"AC004832.6",0.209639274558331,0.267645420604434,0.236433115923899,0.276642185717869,0.348123550604134
"AC004836.1",3.26489138771638,3.16281716547138,3.23715712429991,3.1980769810363,3.22066931321107
"AC004839.1",1.3332330096995,1.4608625744002,1.39014979100688,1.55743518371918,1.28845649659255
"AC004840.2",0.135750292821548,0.195436045030401,0.133868021072173,0.0787874273195982,0.16926754669933
"AC004847.1",0.427537813957428,0.449109039803518,0.461153285494736,0.560287589307508,0.539655333333286
"AC004854.1",0.267975968113014,0.364608970593446,0.281387071666696,0.22693559342222,0.459842614343653
"AC004854.2",1.79074590240357,1.79559109308614,1.76926283077736,1.67982310579321,1.77499170324509
"AC004865.2",2.39139636527501,2.42834883798779,2.4094196076823,2.45333226559352,2.42245977701946
"AC004888.1",0.187933933242451,0.0949754213393349,0.164392783120427,0.132519970488245,0.161625992669282
"AC004890.1",1.05860075022725,1.27466520297994,1.09787877679654,1.07149936582227,1.26222166333138
"AC004910.1",0.180432198051746,0.14934980554975,0.183502231600007,0.184697329898204,0.308042588974932
"AC004918.1",2.38099004203323,2.30995828365418,2.37142183789788,2.40619893990149,2.26581837633056
"AC004923.1",0.252144926950382,0.200391645628321,0.241918378536657,0.236940060893158,0.234810715611149
"AC004923.4",0.137080376283072,0.179272089500696,0.151257957152088,0.171724785570732,0.183697966842138
"AC004925.1",4.09316355392059,4.01081587079712,4.04910732527019,4.04151275420681,3.5975011729684
"AC004941.1",0.217927040347354,0.26334580544317,0.235467895013052,0.243660452803271,0.361754378321082
"AC004941.2",0.0998162296607435,-0.0854260420796729,0.067390618490885,0.0687330157087047,0.0313262796609258
"AC004947.2",4.02994562473072,3.9182504265043,3.94777887022518,3.72730744944392,3.82183734755128
"AC004948.1",1.16310576364811,1.20957757872038,1.18761144990998,1.27929125211383,1.08725536484425
"AC004980.1",1.04296063062077,1.09633384793894,1.05086112750491,1.04097424565851,1.07646614063265
"AC004980.2",1.3974359819821,1.49859741626231,1.43030785158301,1.49041212695946,1.44624656064309
"AC004982.1",2.86842751205605,2.78673138964325,2.86040028615863,2.90024609162953,2.78659681336901
"AC004982.2",1.27541089565332,1.21473332955193,1.26053506610979,1.25038132322348,1.22387360273098
"AC004990.1",0.199060358750322,0.238977427474956,0.214072456405179,0.240508991768649,0.241733079213986
"AC005000.1",0.664974232880833,0.474753235033208,0.593190844297018,0.50569628008901,0.303566155908599
"AC005005.4",0.104352394028386,0.0852566232928045,0.104995758018627,0.107007247824067,0.156763953755195
"AC005013.1",0.842161225139852,0.795673531090792,0.850266387404607,0.981072639183211,0.57597094860089
"AC005014.1",0.528145563257853,0.570315286572207,0.535221173428068,0.552766274012619,0.467194131161937
"AC005014.2",3.21297116578401,3.23949917438849,3.19934913766254,3.15276429485612,3.10148764219739
"AC005020.1",0.63011805641878,0.62286724532918,0.622843847753733,0.597619778248242,0.627659737700911
"AC005020.2",0.239086658004757,0.237364223797904,0.242262444268904,0.253346925872161,0.252580269767221
"AC005034.4",1.50934250468709,1.49139458782474,1.49436253953003,1.43566165291274,1.53914722035975
"AC005037.1",0.320785936232802,0.334791823208362,0.325861542785776,0.351433214909599,0.267354131691025
"AC005040.1",0.0994694830905832,0.126160209051081,0.107269940054167,0.102962690749229,0.178350269801257
"AC005041.1",1.74369647594784,1.68916779652422,1.72380268294116,1.70526281281525,1.62541480044061
"AC005076.1",2.40551680235447,2.40608268133483,2.4080852177996,2.41083232023748,2.43620648673218
"AC005077.4",0.674483224624012,0.659003466684254,0.680623977721909,0.752484723576469,0.530452263893823
"AC005082.1",0.930087718200653,0.979413934849185,0.948482870549718,0.995210792496123,0.923966426593153
"AC005150.1",0.19230800389579,0.33559007201633,0.238614579990629,0.334450722968123,0.214380533265697
"AC005154.1",2.22930122754688,2.20826894667906,2.22851927307243,2.22467633760477,2.28622006450313
"AC005154.6",0.829841124034503,0.803353570932588,0.822224189461929,0.801215511828248,0.854778971814966
"AC005156.1",0.165324855116456,0.18544246886785,0.166634711442073,0.17737449975339,0.0920654923879286
"AC005162.3",0.324170660438094,0.33255052297952,0.32128208459619,0.305659975632921,0.31634337953947
"AC005180.1",0.173535554205386,0.165150223454274,0.160281590501241,0.129057552093703,0.0975669775587966
"AC005180.2",0.61194189029775,0.645705619528674,0.59239804354685,0.522673637199946,0.474717194269842
"AC005224.1",1.07766069304131,1.05272638987722,1.07298216993072,1.08773896969598,1.00486349394889
"AC005225.2",0.404192672783294,0.440931980609872,0.407365965011198,0.4151455489373,0.330863446158582
"AC005225.4",3.72346809848088,3.704041376981,3.72451036151209,3.79738423693736,3.49999209160383
"AC005229.2",0.0653809690163686,-0.0392802695206501,0.0469838291253288,0.0240631365001046,0.120111009544043
"AC005229.4",1.95046423583825,1.92105693221749,1.93129705772623,1.84449984038926,2.05210350231817
"AC005252.3",0.265426336213841,0.219213735656806,0.26564602739249,0.298829760326264,0.256534977728343
"AC005258.1",0.704737791276973,0.599871204329064,0.668802754563379,0.599757380747407,0.649863795817043
"AC005261.1",6.0476901545697,5.94332742897063,6.01037761140069,5.94123216541757,5.9687642998204
"AC005261.2",0.363075878208934,0.426848366127004,0.371102737534538,0.379519349041533,0.298452200264115
"AC005261.3",4.00690279755338,4.02664815073024,4.02969136692137,4.07915829541135,4.14054513071591
"AC005261.5",1.80378509086631,1.62345822700116,1.76818706808707,1.6807335427827,2.02440225544189
"AC005262.1",0.0311444624983219,0.0510893848649356,0.0442754536484784,0.103590865574436,-0.0373733320360777
"AC005280.1",0.201379842451758,0.21977488732786,0.202858910941779,0.213688744057046,0.135081743945175
"AC005288.1",0.360635677766619,0.384688024473052,0.370458748725278,0.396951902777798,0.357154552225271
"AC005296.1",0.105173459343575,0.0540501565112504,0.0930572913494285,0.089781461533276,0.0476457436705688
"AC005329.1",0.856694560412207,0.850062072633856,0.861309125834885,0.890677717009103,0.833989363040043
"AC005330.1",4.07870228599124,4.14774991396384,4.10810245743302,4.18523102411028,4.08458706677542
"AC005332.1",2.39189335164002,2.29491485405844,2.3478357568691,2.22288798293277,2.40366094894598
"AC005332.2",1.03115838810161,1.09467706311169,1.04962593928722,1.0855677626025,1.03249739973249
"AC005332.3",2.04170824270285,2.12906756239049,2.08186415580517,2.16477651608248,2.15754391052475
"AC005332.5",4.80282285880904,4.77762443924417,4.80519034200235,4.85471323976293,4.71002087628302
"AC005332.8",2.65971135700109,2.74404077775007,2.68378911731143,2.68870370377096,2.82530289042934
"AC005336.1",2.27614882026882,2.20974147787435,2.23518613666515,2.07857182518995,2.38709207185373
"AC005336.2",0.192717366099195,0.149245485369965,0.189334316976356,0.170620696225481,0.323763513734982
"AC005336.3",0.333052424445489,0.358144708409955,0.327150326429886,0.285906714155984,0.333631688571362
"AC005342.2",0.263143234075231,0.333731370021141,0.298187797718084,0.335201229290507,0.52030902352612
"AC005355.2",0.785190985946004,0.722973733016653,0.779512001776774,0.769905139539331,0.889976358469028
"AC005363.2",1.15699429882666,1.26298770117088,1.20679447700467,1.37019380230218,1.06445714493205
"AC005377.1",0.184877893229798,0.252970178154869,0.202452726345474,0.208985374160876,0.276964557506355
"AC005387.1",0.0583126548721002,0.078642068103633,0.0575112809530641,0.0606434202884476,-0.0205354587112249
"AC005392.2",0.167084012079678,0.149787965004752,0.174955111234009,0.211269845564351,0.199029262945872
"AC005392.3",0.217114105736996,0.252826369087155,0.233940233500288,0.308411363692271,0.109056646681955
"AC005393.1",3.88531804416094,3.8653397385582,3.8629143800481,3.7272059799197,4.10371368214591
"AC005410.1",0.4886898153637,0.430483543398209,0.473417573243177,0.477208295403767,0.368289566206819
"AC005412.1",0.941649641558187,1.08684150645402,0.956380277526426,0.935615039099634,0.894686430802586
"AC005476.2",0.587128541422782,0.600973345514315,0.590185110022683,0.604674813108042,0.544523590921695
"AC005479.1",0.711455166982498,0.729337280982993,0.701564778714706,0.688300628004067,0.551859750524856
"AC005479.2",1.19392249948114,1.03600197000211,1.12118396746282,0.995504879759429,0.885224889032331
"AC005487.1",0.171800213976056,0.231742917153326,0.174204486639261,0.189307098665926,-0.00406948164965475
"AC005498.1",2.1660253723445,1.9267385983007,2.11103736727192,1.97215732567684,2.41989266601939
"AC005498.2",1.03917586476455,1.02311829757204,1.00876837427478,0.900761621876134,1.00210670883165
"AC005498.3",0.927263216341829,0.986328642238318,0.945697682698833,0.965862615244045,1.00273241362778
"AC005520.2",0.402208004061882,0.386527640480189,0.396418213779103,0.380063845232236,0.41112594681108
"AC005520.4",0.0540356435086047,-0.00166557844027256,0.0345874787946382,0.0775887629416724,-0.299875483207089
"AC005523.1",0.324746395320268,0.291665185343851,0.323875239520428,0.351634303667233,0.285085867234414
"AC005531.1",0.160464194508525,0.145652917358756,0.161467072525404,0.160538737583749,0.219535205548118
"AC005532.1",0.491469647656069,0.522623734652085,0.497075431055874,0.491418190648917,0.527275144210986
"AC005552.1",0.173306085246346,0.115255372922977,0.16044346708139,0.157203426772385,0.12110611335186
"AC005578.1",0.227320382598508,0.209349904426753,0.22468436188387,0.189860805013694,0.369052705319858
"AC005586.2",0.350432828045643,0.407006490865193,0.397384052934378,0.579870264354352,0.262177037165644
"AC005592.1",0.585149342366501,0.46817112188606,0.544828409048005,0.442638362851624,0.620661220650455
"AC005593.1",0.823966893085576,0.675534335387245,0.794017451384654,0.83508466419562,0.542472071281863
"AC005597.1",0.169957807373461,0.109227756924859,0.159755328107698,0.160884735995671,0.151936655323114
"AC005614.1",0.337530709677122,0.356396404083934,0.340669753544537,0.351962383676556,0.296045320663907
"AC005614.2",0.560035954222268,0.567776743512125,0.566582488545785,0.588441632345493,0.562455103504899
