"","GSE33000","GSE26927","GSE108000","GSE43490","GSE20292","GSE20164","GSE20333"
"CHST2",0.918435342142096,6.699496516467,0.878779819072538,7.55017699624494,7.67604169347725,7.27716687274639,7.54064086378898
"CHST3",1.05257368268915,8.52553587526782,1.11263218891875,5.0356737269965,8.97179806119307,3.56334955130041,7.14890116148249
"CHST4",1.08064776085329,4.97759232915598,0.974401594730987,7.31474297502073,7.26316992280078,5.78538844806691,6.46383904359685
"CHST5",1.05895061777675,4.07885585836916,1.02532029696943,7.31474297502073,7.45317582429581,5.91438028099074,6.2055535698878
"CHST7",1.0299867253949,9.70145091527906,0.90817730763873,6.9569427395674,6.79467100339256,4.01732973402273,5.27328563068758
"CHST8",1.00978425603618,6.32035743757604,0.539205536535113,7.31474297502073,6.93735374966963,6.16829651800376,6.01175955147066
"CHUK",1.03094710194459,9.14140870270581,1.02135404306084,7.31474297502073,6.48027835732879,5.02413689548848,4.65938196172602
"CIB1",0.956982318612842,9.89474731868046,0.967627065173705,7.90098929944471,8.73830199567689,7.71624434295834,8.23550309519439
"CIB2",1.03926833731087,7.53675171544031,0.956156536351206,6.89683781721836,7.04170630709258,6.49695725159918,5.42967966157076
"CIDEA",0.71508768920412,7.18669810394595,0.824863074103614,7.31474297502073,6.95207324533542,4.26044715188482,4.21440765049018
"CIDEB",1.14197189254561,5.7513365496655,0.87649902009343,7.31474297502073,8.56619399036595,6.33305229022807,5.92360121654285
"CIDEC",0.997359612946006,5.20042550332931,0.815393350121909,7.31474297502073,7.85002551410534,6.50347941823008,7.0747982589419
"CIITA",1.07502822710451,5.3729837894453,1.02841858709848,5.31732399666774,5.4724353803531,5.44488814561046,4.96216938140681
"CILP",1.02447538676059,4.3715489856294,0.583109536492367,7.31474297502073,7.67233185320534,6.16752499235628,6.73607745746478
"CIRBP",0.867161754655829,11.9994025532891,0.851571741619276,8.04897328491062,10.8198108785962,8.3752124694737,9.62986233307098
"CISH",0.998167780408149,3.89605180125243,0.801802285276631,7.31474297502073,8.26192007151181,6.0411029801581,5.18538273988958
"CITED1",0.932756381553206,6.67018957059517,0.837944680610547,7.31474297502073,7.97362348551733,3.87621962354015,3.89713011319874
"CITED2",1.30351956628354,8.98342430918809,0.952696775991459,4.73720113669511,5.15169308685332,3.98551723104719,4.45817453992085
"CIZ1",1.12187821713169,6.13247551286314,0.982303549884565,7.75149897942966,7.48487080380482,5.72124976075372,4.28820420150141
"CKAP4",0.877656674590216,8.8300817717053,0.911208213546611,5.25436544384024,7.44933255432568,6.56948174692819,7.17905445463895
"CKB",1.02694576073169,13.1565372538153,0.73349330159092,12.1828662090214,10.003078591437,10.080993323686,9.45179005056537
"CKLF",0.976932465555741,9.63176192298368,1.0333315299416,6.20833752894923,6.67714640683314,6.2281362862897,6.27056427708836
"CKM",0.993184851177733,5.5302826624772,1.04332306302165,7.31474297502073,6.19333238940155,3.20195233921438,3.25026755314883
"CKMT1A",0.995391824481814,10.5305771693622,0.340039798256345,7.31474297502073,8.33375419139536,7.4965769800566,7.20557279200137
"CKMT2",1.02408966111269,8.52637866824838,0.929216502495216,6.78098674160161,8.01306639252976,6.65096012293678,6.75195955738447
"CKS1B",0.913180150663589,8.40586705119284,1.00105880609631,8.04842734793645,8.29111597975795,6.52022988866516,6.61358794226862
"CKS2",0.866968618741394,5.68624824502952,0.823402086521785,5.64695238284287,5.78850627636455,4.65754662523757,4.51700892638035
"CLC",1.0609938751256,4.0913691416522,0.974374976814478,7.31474297502073,6.75741333654527,4.21929389852941,3.25252862624499
"CLCA1",0.980937273501033,4.81855590890118,1.09605138012031,7.31474297502073,7.50203256162216,5.59687878594708,4.20793163105229
"CLCA4",1.05485251015449,8.35819564185498,1.38744367939731,5.48218267591438,6.53762189046033,6.62035958965847,6.05827338458943
"CLCF1",1.0220357098287,5.68432344392921,1.1403108613526,7.31474297502073,7.47341906500602,4.30979849542042,4.21477645430924
"CLCN1",1.15310211191679,5.11633268983349,1.09629616827171,7.31474297502073,6.53762356629421,3.95557370449334,3.74634824421897
"CLCN3",0.880228767652831,3.86089789678513,1.2021831467897,7.4856042299338,10.1189082337085,6.38222989238186,9.67060590924708
"CLCN4",0.955928617627326,7.00115756407577,0.891533029498254,5.67826747123048,7.62963286535283,6.30653744930944,7.19487643688989
"CLCN5",1.01099004152099,4.81960002566563,0.862113761736887,7.31474297502073,6.07127393648504,4.75321008878634,5.12061630636399
"CLCN6",1.02936446972084,5.41180406247139,1.10461510892165,10.1614566843166,8.90433150245405,7.93559856363074,7.41914283500423
"CLCNKA",1.01412386430948,5.14547855159019,1.01280771821359,7.31474297502073,6.35419361111244,4.12665772968528,4.92436090631283
"CLCNKB",1.04370117651954,5.0578714106072,1.07409995385796,7.31474297502073,6.89273461442998,3.11823460154457,2.39736754985359
"CLDN1",1.08722503694219,6.36939524688675,0.478711468087285,7.31474297502073,5.45948213707028,3.86169774031921,4.21827877890054
"CLDN10",0.99337865124092,9.81129498232081,0.965217959904684,6.88749195880749,8.10006074368889,7.39204365834599,7.59641116863752
"CLDN14",0.98567004459895,8.95713677232776,0.97300396764234,7.31474297502073,6.65698036609437,3.70948802571756,3.68323924287882
"CLDN15",1.04934523430571,4.67689811433166,0.944658842468266,7.31474297502073,8.82322465309443,5.2861266373146,6.40451762257982
"CLDN16",1.6285551716776,4.33083110739133,1.06248798452614,7.31474297502073,6.7481495541669,2.90459614026127,3.04177853523661
"CLDN17",1.0736310962291,4.30153660683516,0.997904586391976,7.31474297502073,8.82921101158616,5.1902757134149,4.07528419411639
"CLDN18",1.06325586465168,4.53261221442649,0.994962051474618,7.31474297502073,5.57673286849843,4.76277479131661,2.05181619607632
"CLDN3",1.01003520510371,4.83454722739202,0.465851781156177,4.22766743648146,7.36103904867114,2.11786454562203,1.40285772924341
"CLDN4",1.06039327685234,4.21304629642772,1.01885489230946,7.31474297502073,5.5281161157539,3.54710062043767,2.68524589465613
"CLDN5",1.09417549062248,10.6334314639605,0.709146687046683,8.46264504658237,9.76390631151064,8.26887232514795,8.67808016413058
"CLDN7",1.11992096276743,4.47518692191789,1.0214450264423,7.31474297502073,6.58988587059449,3.76233880916009,4.48401381402976
"CLDN8",0.97689384517179,4.85750823275729,1.02898046089857,7.31474297502073,5.31458362464218,2.9803659351425,3.61433638373496
"CLDN9",1.21903915484782,5.74040161633684,1.03748491309208,4.63925053965471,7.31502995932334,5.89207182621034,5.58855430217404
"CLEC10A",1.10278237075005,5.21339952857349,0.919985123973423,4.42413770268599,6.1019390093729,5.06977181547163,3.51622457879948
"CLEC11A",1.10090952431622,7.95882528179011,0.839640870879568,6.67671104000405,7.34114594657583,5.18444354272517,4.63517210750154
"CLEC1A",1.12575398726279,7.03412525646839,0.936436077822993,7.31474297502073,6.66563527068144,5.77946848632522,5.76942465870847
"CLEC2B",1.09653961566378,6.58161658563001,0.890128988550991,4.8984503779177,7.3233294668796,5.72211060848024,6.30190040733407
"CLEC2D",0.92876704477748,8.17620077825138,1.09838528225399,7.31474297502073,4.77410037959005,4.36039972454296,3.96359871624432
"CLEC3B",1.06446026501485,8.26442656620218,0.676970539558634,10.5611971035052,6.70304171681491,6.16485197302096,6.32196385195914
"CLEC4A",0.946953061765355,5.71486194935436,1.08161287319067,7.31474297502073,6.65129805033647,3.52075633974637,3.69001891930867
"CLEC5A",1.16872131784957,5.70939446977628,1.14541497411979,7.31474297502073,5.93685648511003,5.92233874086901,5.29516252080888
"CLGN",0.882918647387759,4.28865906569627,0.746211889135979,7.31474297502073,5.12982123247477,3.9993702375981,4.65361095946105
"CLIC1",1.02454830031811,6.12052248020427,0.828784035299889,7.64391760672567,8.98921609802269,7.61364658114891,7.4106810799697
"CLIC2",0.993251965300759,6.27162725526088,0.829663110788826,7.31474297502073,6.28783453505109,3.66466667789384,3.97425763198673
"CLIC3",1.09365468039759,5.60771069037859,1.01133667556902,7.31474297502073,5.465866876862,2.67601444257248,1.86689448671642
"CLIC4",0.92862673764329,7.13405158057851,1.45306991518834,7.82500253391775,9.46532543864531,6.09771976987793,8.38484148330538
"CLIC5",1.03535684968234,7.73174324396601,0.873564402997705,6.61330659683571,6.19216257784436,5.28299417838253,6.52882774855576
"CLK1",0.933522855579096,8.11350143738954,1.3591952581028,7.31474297502073,7.5198725181877,7.34041743037647,7.29527408583775
"CLK2",1.05947341835855,7.31680172105537,0.954197841637432,5.06007794857471,9.01704384336227,6.96140322570163,7.20715753086843
"CLK3",1.04170604938786,7.84464403868648,1.00792895155602,8.05961695671773,8.49321076824918,6.83012500170833,6.21608804728981
"CLN3",0.991234356186208,7.53780737085335,0.988455699527241,6.6864424009591,7.6809334362566,7.24407904810185,6.03281879828983
"CLN5",0.979304581033111,8.89994607523637,1.03142347513017,7.36848090100439,5.27116415968008,5.86233019927283,6.58152070711835
"CLN8",0.938870169970074,8.4119236045441,1.19741399148305,6.22020187105426,6.82593038352928,5.50386847174154,6.28034030867417
"CLNS1A",0.980815701528494,11.3642647273289,1.11272705327423,7.31474297502073,9.6688369726597,8.22395818514021,8.78453091576443
"CLOCK",0.977494315904695,8.07876057528102,1.09454521042298,5.3997238142249,6.43653629944913,5.96371505924987,7.41982763612013
"CLPP",0.971502362686124,8.83567437680428,0.80056514903228,10.7057462073794,8.0873036674483,6.27556674239388,6.65864340647673
"CLPS",0.995576545044153,2.93839849922403,1.02463206711999,7.31474297502073,5.87880035568656,4.57352509305514,4.86307573356044
"CLPTM1",1.48853740940307,10.7635494091312,0.854031430847509,7.31474297502073,6.74760665473519,7.2606936118544,5.89891179980374
"CLPX",0.950368405608565,8.67301401912474,1.28669249189694,7.39612753673424,6.11474613500661,5.39174134729999,5.85090189535539
"CLSPN",0.91468883402016,4.9078136109016,0.995990372154425,7.31474297502073,6.75043275261974,3.81932817885012,4.62079063055554
"CLSTN2",1.02135198310341,8.49329252138815,0.850087693825057,4.86836234402545,6.7939129227983,4.82523814276871,4.39103688838176
"CLTA",1.07763207119247,9.6702293631078,0.913882683621485,11.10175572574,9.31932697053131,4.41661496394288,9.06081231978793
"CLTC",0.935159869274995,8.60336388971659,1.03255699818456,11.4832842726669,4.81646171195546,10.6298144725091,10.5674604733581
"CLTCL1",0.96110897807573,6.18689220535934,1.0740398057639,6.54875555421173,8.39883244050439,5.7066134644598,5.87517406587988
"CLU",2.21998317107993,6.0842922514824,0.889643734532208,7.31474297502073,11.4980228328035,7.69308313271556,10.8241741136125
"CLUL1",0.814344426849249,5.52506230918109,1.00794930768999,7.31474297502073,5.96837285932072,4.68564521269315,4.66533310721662
"CMA1",1.00519836937001,3.84108432267833,1.21902593275967,7.31474297502073,5.82501929673623,4.09366732788272,3.60979779526177
"CMAS",0.759897314988801,11.1922071397009,0.976394718561589,7.51883569375368,5.87630011712193,6.25984507970018,5.54425433964517
"CMKLR1",1.0252567305418,5.07254922667783,1.07008694442269,6.92440725042564,6.86387300118193,4.12562605024101,4.06496542549902
"CNGA1",0.987488181735752,3.86709034260358,0.98883284344088,7.31474297502073,6.4596613447953,5.05867756748062,5.61768164910253
"CNGA3",1.00993985467039,4.63112971603955,1.20853137294555,7.31474297502073,5.93942820848288,2.27567866898264,2.0033711671447
"CNGB1",1.01105926010922,5.61924989870933,1.0835821493646,7.31474297502073,5.17106716144201,3.91902820689912,4.06435016081512
"CNKSR1",1.18798737569362,5.25683203801286,0.945982308062171,7.31474297502073,6.65406571093766,5.11283821425087,5.20977420548157
"CNN1",1.0724180839131,5.11054917438572,0.343694413572055,7.29165045272072,7.05633127841298,5.35611019771859,4.94862336690935
"CNN2",1.2800354717089,6.61943310769138,0.946033585125299,7.31474297502073,7.32874492285807,6.91065125523007,6.78517321665914
"CNN3",0.953008997318095,12.5347751156423,1.23538105589022,8.63419123255475,7.68764339536086,8.40686154649137,7.32755497837028
"CNNM1",1.29331188626069,8.99412477960783,0.794042967746257,7.31474297502073,6.90799189497371,5.96920501411431,6.2350147905879
"CNNM4",1.02238878182812,6.73381304508983,0.828237200500093,9.13862403635048,6.88906108484673,5.44474608788001,4.02522070185546
"CNOT2",0.989318993844466,9.73486825907703,1.11595317291494,5.94657361702829,8.50572537268546,7.99178614523268,8.14788307487578
"CNOT3",1.44306887791927,7.58904593315118,1.04491831382426,4.26289175421308,5.58522065551151,3.26746729658368,5.29972788329762
"CNOT4",1.02828862616204,9.25875610234211,1.01756759234827,7.3610375800276,8.16423080493479,4.05668852559114,6.88980042955374
"CNOT7",0.841321488618866,8.90851834864463,1.15027770281454,6.55722511001803,8.91498891738607,6.86079391090287,8.31954373670602
"CNR1",1.04721713995756,9.10496889096162,0.327128836636815,7.31474297502073,6.30179518776519,2.79128792036159,2.22569965256788
"CNR2",1.01723514618061,5.09895220864118,0.841037934706879,7.31474297502073,8.1177439538682,6.51688527580613,6.77730486425405
"CNTFR",1.42064784285387,9.49816976887829,0.902991111151763,6.62262456217769,7.76790879679947,6.5741546002147,5.78080441190035
"CNTN1",0.874725768150354,8.51883094437833,1.03892151913835,5.96155433345994,7.26326662714763,6.74018046208857,6.28665677826298
"CNTN2",0.951970584894502,11.0715591296956,1.29165259205235,11.4423307163497,8.48050095162666,7.71984375699459,7.34718072925392
"CNTN5",0.849412429909211,3.35463970144286,0.929729343929765,7.31474297502073,5.19200517197565,3.69012226339848,3.07178492460145
"CNTN6",0.917881370148851,6.74530725566726,0.728116957206564,4.82943837412607,5.93494335656444,4.96672714448593,5.28634760926882
"CNTNAP1",0.995471515077424,11.7392242630436,0.732453795168618,7.63718730900526,9.2656199482644,7.99841239709698,8.1924630872622
"COASY",1.04029664430413,10.7188494765159,1.04590546284421,8.28644843087891,9.09195987148226,7.57936907373684,7.98514929255697
"COCH",0.943061821698084,7.67730426269982,0.410943038009836,7.31474297502073,6.84650170833238,4.7157961902868,4.86680709090137
"COG2",1.011342738742,9.39335603300286,1.18484525645031,5.06883183117874,8.02811290299185,7.34733002137031,7.32641952315348
"COG5",0.952501694643606,7.01471797585103,1.03192970090284,5.98936563733597,7.82308572681271,6.70345817057986,5.67296225375271
"COG8",0.893364176899899,5.50950774166027,1.02634626404728,7.32007972325314,7.13154192414395,5.6387173210322,5.5994607340684
"COIL",0.970382393004824,9.2092469855297,1.01608397915138,7.31474297502073,5.58079824044787,5.44028017979623,5.81569702402501
"COL10A1",0.986527651048781,3.89177748694754,0.976229278895237,7.31474297502073,4.8583775357494,4.19476827336468,3.56485700372577
"COL11A1",1.02636313716009,9.01964765968671,1.05324434312675,7.0023869715815,7.42132348538949,4.69474506675046,6.59534750890092
"COL13A1",1.07140390696811,4.8451232080975,0.413141630169455,7.31474297502073,5.12546935126995,4.34179746635808,4.47312322207419
"COL15A1",1.08644921437598,4.98064079706449,0.815826592605815,7.31474297502073,5.29478944917191,4.57947683519753,4.93310342446742
"COL16A1",1.15019736414907,9.79715259328038,1.14289760496772,12.1683092072715,8.88436044847058,7.71058375729373,7.90429149143502
"COL17A1",1.03261395802151,4.35446305670488,1.03648870826427,7.31474297502073,6.17021033847012,2.68114479906473,2.8506970846691
"COL18A1",1.09530082860111,8.41221626355918,1.07380222281698,6.49663826802377,7.726768043115,6.47406291739306,6.86005076387444
"COL1A1",1.14403080655763,4.61101434654284,0.499904113910701,3.61568549218843,8.50215669987079,3.37655523480373,3.03658278898654
"COL1A2",1.11923028615882,6.65756468531211,0.577704780914926,5.70599592635556,8.46579805499041,4.12507422011416,6.88460080366224
"COL2A1",1.03340942833481,4.57959811497577,0.975074473434683,7.31474297502073,5.37890589473039,2.29579251796142,4.77429268055753
"COL3A1",1.12498490943407,5.82413067534626,0.65826874033669,7.31474297502073,6.30914260282325,5.62876776213464,3.37001388466508
"COL4A1",0.982256289833609,9.53320266782064,1.00229118314221,7.31474297502073,6.9015718728813,5.17050791844611,6.66789356230937
"COL4A3",1.09847792998736,5.76491985501711,0.916287839231059,7.31474297502073,5.41569601729281,4.0628240950336,4.91650540836642
"COL4A3BP",0.902768137095317,10.6605680105377,0.979587195119261,8.45971470107863,8.58985799529386,2.94081287304076,7.56168571075358
"COL4A4",1.09774057272936,5.11081982357146,0.771956159106893,7.31474297502073,5.42462808559511,1.69267378942939,2.49247816270891
"COL4A5",0.889013416840507,10.3602574706383,1.3941933356114,8.74101418374237,9.01746232662169,8.01977339940545,7.99073090719501
"COL5A1",0.989421353747236,6.99608436601037,0.952202796732082,7.31474297502073,7.3863323161754,5.10143522177758,3.31863253566837
"COL5A2",0.936470126486067,9.06829930434915,0.741566160664421,7.31474297502073,5.39095410635615,5.49430378703069,5.18880571396537
"COL5A3",1.1696931117439,6.59713704256666,0.922389363378732,4.97535060707642,8.26827355364395,6.75172886430919,6.88356351028909
"COL6A3",1.08623798615141,6.20677960218195,0.954127953469542,4.9044821070106,7.13981176042731,5.49643214379885,3.2386531716675
"COL7A1",1.03967631065887,8.38383209051224,0.792690358845069,7.31474297502073,7.58024578501054,4.51845188553349,6.10869343840396
"COL8A1",1.25277022883182,7.08111464194039,1.08360419993131,7.31474297502073,4.99626132994938,2.39431545190752,3.75033907302419
"COL9A1",0.93442053621499,8.57189937802242,1.19447854534045,6.52134351033129,7.66258087050931,3.5865721605787,3.44881563109102
"COL9A2",1.14071957536313,9.46640872192111,1.06169253638124,8.64452819183893,8.27586384832056,8.31035521268261,7.97989496916825
"COL9A3",0.927917795254394,5.72399184165122,1.0627734322142,11.0322078548467,6.95292137118051,6.61814291994127,6.89217238768397
"COLEC12",1.05069437685198,9.52126758747067,1.2176473597869,7.55784326294592,7.70599544926019,7.03283503274499,7.22865544833011
"COLQ",0.977372159118812,4.85460193402485,1.01492210803167,7.31474297502073,6.3754113299868,3.82897162427155,3.14482994402698
"COMP",1.04738118159162,4.32872921561206,0.724032244047803,7.82693963436068,5.81113959510432,2.46307766307634,1.93886292001672
"COPA",1.1012245169372,11.2398547797104,0.853081046119838,6.9595272802974,5.5311524835007,2.93322282517032,8.18406570877619
"COPB2",0.913294999467257,9.59211190776112,0.975072470141192,7.31474297502073,7.95249119017401,7.57940048583379,7.87503943985026
"COPE",1.07356550363083,10.3755624656449,1.0031886112665,7.31474297502073,8.08295500375293,8.54888411811256,6.83198886108706
"COPS2",1.06413964765843,7.12829303995824,1.14308590480677,8.20705911896911,6.6608086149418,5.57330294566532,8.48781824194296
"COPS3",0.828996743280819,11.3126781495896,0.999528724028637,9.20397012797029,7.66064703993211,6.69426320840136,7.31759946882734
"COPS4",0.775211847078614,10.0982261183993,0.811451722911022,9.29360511339447,8.71277261229397,8.01334505082267,7.92588412376683
"COPS5",0.837454854868665,11.4137169024462,0.927232669741413,9.79613549805861,8.83976193693622,8.01628461218202,7.55515954117817
"COPS6",0.990401637929692,9.5598099283255,0.979257152263902,10.6228048951639,9.4062412719241,8.6881893284194,8.35087202826956
"COPS7A",0.948779820340471,11.947150557628,0.935873032086968,7.40989379847373,8.78540057190071,8.22401639588007,7.6760057848378
"COPS7B",1.1943369585402,9.75398730224665,1.18888243217382,7.31474297502073,8.1993473842316,6.47417614027554,6.24151960446295
"COPS8",0.91305305466976,8.14244150069885,0.88035738074933,7.78507989738617,9.11722858961908,7.41574079367394,9.24060191278171
"COPZ2",1.12104613968599,5.7099319467201,1.14504291387098,6.55434947794558,8.1854664849755,4.68192561722837,5.46958188776178
"COQ3",0.844509347722068,9.68426990335352,0.938458428163734,5.41203218121723,8.54977709822393,6.67300745932941,6.4110836781182
"COQ7",0.967018724226689,7.20658332472062,1.01216645844131,5.8795376866374,6.40078305032513,6.44725415704156,6.74703872173136
"CORIN",0.99070045861554,4.999962093235,0.991592240908159,7.31474297502073,5.27666970074814,2.83184729737497,3.29624612104907
"CORO1A",1.19474713236295,8.85826661689049,0.771666125947124,7.31474297502073,7.19823753120759,6.09694426648241,5.94710420503556
"CORO1C",0.93018982865061,10.5216950996377,1.31667675869326,8.55355549155412,8.25980718447845,7.27284418037764,6.91266041081491
"CORO2A",0.937095237257446,7.67598421929958,0.589682277949508,6.1228650484661,6.77070480697973,3.96620171952942,4.29183323373819
"COTL1",1.09682929681587,7.76574684312241,1.01124535308055,4.96932910870381,8.2168078146597,6.84916223192897,7.99826932467756
"COX10",1.0230972346981,7.57351997034453,0.962385470016621,7.31474297502073,8.5471514866404,6.89499674471384,7.34697711763374
"COX11",0.970036006597302,8.16744306213395,1.00135339990188,6.33109498558477,7.0675767931904,3.91777558257554,7.07951782470674
"COX15",0.905961575356605,8.55003475686112,1.09546972799377,7.31474297502073,7.11762083218695,6.83039203543572,7.11947748174332
"COX17",0.972700350389497,11.283680545825,0.984557052474088,10.4722150327572,8.58640170160086,7.58131001343093,8.065701770668
"COX4I1",0.992851942920026,14.2101582638693,0.842908351724501,7.31474297502073,11.1288064286208,10.0666363539589,10.4800534074297
"COX5A",0.971722098322192,12.816126443331,0.661144269436037,8.7262614668002,9.89656404206437,8.89440895817067,9.73773244398832
"COX6A2",1.1111772856804,4.43821879855211,1.1363786638248,10.240249236078,6.98269611642506,5.85839733889963,5.92807145749557
"COX6B1",0.92480669671992,12.6363671225367,0.916212597064071,11.495054177444,10.7105245681184,9.42100292263599,10.1975233071703
"COX6C",1.06042646321952,13.0136494888396,0.872161836219052,11.5541277047401,10.8413511256148,10.6539468915953,11.0574999879397
"COX7A1",0.977535855978423,10.7457654134074,0.962004775774497,9.61219127752526,8.50789601756801,7.06426151516055,7.53499984967226
"COX7A2",0.999540714202273,13.2431951611506,0.826221633622253,12.6722979189667,12.1245273858451,10.3767912173169,10.7135230422217
"COX7A2L",0.92877210670041,11.8125454912421,0.906984477607867,10.6577214101508,9.81973163702615,9.15673931658633,9.31873421409689
"COX7B",0.976194780458746,11.0825874699574,0.858690343099313,8.82021169122101,9.77760298178254,9.44724968488716,9.72971841095156
"COX7C",1.10069784482626,13.5882024669484,0.839558574831758,7.31474297502073,10.8915928226042,8.21560762171618,8.75786632834444
"COX8A",1.01713720253385,12.6512713443056,0.850612052577511,11.9099320540616,10.4352831807447,10.185784062063,10.2009788458724
"CP",0.950617704367164,8.48266767886686,0.999075431755776,6.41909647482585,6.87725752483964,6.92958791821961,6.18348035299036
"CPA1",1.06769904458512,3.93828357986679,1.02882678515562,7.31474297502073,4.9188387860194,2.83248170428931,2.02369142456729
"CPA2",1.06152192291783,4.14339381581525,1.18132168742605,7.31474297502073,7.12495546897317,6.68692842549515,6.76093573390615
"CPA3",1.0971081759254,4.80297021393275,0.945384906779605,7.31474297502073,6.80578348245902,3.87194934435012,5.07888163440017
"CPB1",1.12881754299493,5.33277784842791,1.18776584826472,7.31474297502073,7.00189281346315,5.59553573335255,5.06164186182155
"CPB2",0.90814096357892,3.62639985852606,0.519780113769976,7.31474297502073,5.28455568072563,3.87211527396233,4.22365905220861
"CPD",0.924271345816075,10.0088524631901,1.08362317782797,7.31474297502073,5.47693801101109,6.10349215097493,7.69884275704113
"CPE",1.05642524681218,13.030423780882,0.802286768477695,7.31474297502073,10.3604828270023,10.0516671825028,8.90135001901563
"CPLX2",1.25552814964853,7.85630005117047,0.346537063281168,7.46557180368643,5.33129089646167,3.76413283926809,3.62070148780979
"CPN1",0.989475860768371,3.71850967373198,0.858103136719568,7.31474297502073,6.86602200539553,5.59978496041553,5.67850043068253
"CPNE1",1.16383058836965,9.42605301937415,0.942318858549531,7.31474297502073,7.56554055853162,7.08444419593921,6.09353096392417
"CPNE3",0.984903928873022,11.0801039779871,1.13396788808891,5.50074785218491,6.0885565131824,5.73920369830908,6.82597708020546
"CPNE6",0.946895837807564,10.3196156607433,0.809178994648974,9.6737211084542,6.59846483212249,5.85134692828323,6.38780653872741
"CPNE7",0.975690510679754,6.29389285914357,0.41411157932897,6.76973725288364,7.49187933405643,6.31955907639712,6.15561716610971
"CPOX",0.87467078159688,10.9294598890351,1.17570411227049,6.90003077769392,6.0820871258044,7.4980236917364,7.02006162163634
"CPS1",0.988383157244377,8.43204776688781,0.231026803104049,4.72015851144302,8.70603667814142,6.89840551580343,6.85025606415307
"CPSF1",1.09386560427002,9.10938529822111,0.887940818656428,5.83839373792624,8.64988489334993,3.59673475883749,6.80252972250206
"CPSF4",1.01293104987367,11.058000562504,0.9890957555153,8.84642688167357,9.48692618918524,7.67699549433525,8.14219328963405
"CPT2",1.0392009683603,8.71880826470014,0.936927939933715,6.49553616667898,6.11159055599228,4.33835229056382,4.70701623552026
"CPVL",0.994106864016174,7.60134585284836,1.14960359997038,7.31474297502073,6.82966199817669,5.27816681985977,4.95045765942991
"CR1",1.02729111225791,3.84295710880279,1.06320752738486,7.31474297502073,5.31788935744516,3.76589287001296,4.92697699237099
"CR2",1.03535579237982,3.4285494499936,0.824566119206433,7.31474297502073,6.10283166436433,2.97996640157932,2.98588421005486
"CRABP1",1.58140641586731,7.07092732581654,0.537817038453291,6.66093249366174,7.12386328355011,6.57804287364457,6.31894079075864
"CRABP2",1.13075354440672,6.30873433194641,0.839742247494515,7.31474297502073,7.24874197365595,5.42354274501645,5.14928759837455
"CRADD",1.1214129320947,8.77682355687779,0.921617397173437,7.68082942729557,7.83235619355174,6.8585371483901,7.15672555093492
"CRAT",1.3400180758876,6.42496156122272,0.781166555201558,5.05621604660908,7.44531732443765,6.25684582815453,7.40399063420357
"CRB1",1.0009080504697,6.74929280383799,1.18385847222817,5.90864422982074,6.70878060636899,5.52750192750192,5.02990200539306
"CRBN",0.847007385408721,10.1719351934155,1.05403922588804,7.09193788575804,9.23158360763685,6.46509476980707,8.43383845170373
"CREB1",1.04683112133141,7.58146873968007,1.05957607126091,7.31474297502073,6.23570273192913,5.52582437878281,6.48405993416734
"CREB3",0.933240311320773,7.85366803297602,1.24247674006849,7.37197773853199,8.82032178629557,7.51003206825177,7.96402357897795
"CREB5",0.848093893783549,8.7318613018845,1.34543256155548,6.87420908531062,5.80080923557552,3.50696670330443,5.79935231787296
"CREBBP",0.926128661271639,9.83633936722808,0.825891857901927,5.84485512783685,6.900309220662,4.80715805725718,6.72494406330727
"CREBL2",1.05974238405548,7.42723095741757,1.05361300784124,7.50258735245186,7.2826920578,7.35699035981471,8.46916822524155
"CREG1",0.970292231322426,10.1135078425217,1.13625213856708,7.52055678373664,9.31573793564067,7.69349402777706,8.10083065148158
"CREM",1.0058261779088,5.48504529920694,0.906904309411012,8.0125227470432,5.03440316770273,5.3203663304328,6.59931424402205
"CRHBP",0.785359488425694,7.11392068792859,1.20080588175832,5.72489090602665,6.94027685889473,5.84585981328564,5.40779566043856
"CRHR1",1.07101162655937,4.95514536589833,0.714215268589976,7.03924146082582,6.20779806964566,4.27117684221289,4.26656065262113
"CRHR2",1.07017810349653,4.4004553154578,1.11018257155225,7.62951348260917,6.74871222051769,5.76579051561694,5.88783299578734
"CRIM1",0.905371003884048,7.55083201016602,0.969516765513418,7.31474297502073,7.31445295333151,6.61409222433235,6.78732808930369
"CRIP1",1.20751893640248,8.46430559941761,0.547153008642439,6.70814304381109,6.21371515471329,4.06465969119506,4.11324450843195
"CRIP2",0.978189399121544,10.741444509037,0.703610325588049,7.31474297502073,7.3269245583641,7.44057555018485,6.41626943247286
"CRISP1",1.04927742592516,3.74558876586554,0.981977317245596,7.31474297502073,4.7475270386542,2.79163213136341,3.94550528660403
"CRISP2",1.08474640514628,5.07985555314449,0.963545093720261,7.31474297502073,5.31729583682746,4.09369301693858,3.81125195321961
"CRISP3",1.03458816250959,4.68433281117989,0.976536705535856,7.31474297502073,4.91065368448204,1.84923192568495,1.50158880920517
"CRK",0.853531826350019,8.49228409066901,0.933513324337437,6.12586512086715,8.03454849940761,4.97692645664152,7.42755939605509
"CRKL",1.01469915500695,11.9859410608348,1.04488030060124,5.49836487462575,8.733414443754,8.18964771040896,5.45119121776813
"CRLF1",1.08638241669978,7.20533890979176,0.934906299126322,6.86024606441495,6.76675225301484,4.0130535474024,2.4359096491337
