GeneHu,Category,File
C17orf99,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
C8orf58,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
A2M,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
A3GALT2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
SP110,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
C8orf34,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AAK1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AASDH,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AASS,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AATF,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
C19orf38,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABAT,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABCA4,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABCA6,PreOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABCA9,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABCB1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABCB9,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABCC3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABCC4,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABCC6,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABCC8,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABCC9,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABCD2,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABCG4,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABHD12,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABHD14A,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABHD15,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABHD3,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABI1,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABI2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABI3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABL1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABL2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABLIM1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABLIM2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABLIM3,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ABR,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACAD8,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACAP1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACAT2,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACBD5,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACBD7,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACCS,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACE2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACER2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACHE,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACKR2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACKR4,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACOT11,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACOT9,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACP5,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACSBG1,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACSF2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACSL4,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACSL6,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACSM3,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACSS3,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACTL6B,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACTR10,PreOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACTR3,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ACVRL1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADAM11,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADAM15,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADAM22,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADAM33,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADAM8,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADAMTS14,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADAMTS16,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADAMTSL2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADAMTSL3,PreOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADAMTSL4,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADAP2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADARB2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADCY3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADCY4,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADCY7,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADCYAP1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADD1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADGRA2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADGRE1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADGRE5,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADGRF5,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADGRG1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADGRG2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADGRG3,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADGRG5,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADGRG6,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADGRL1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADGRL2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADGRL3,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADGRL4,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADH1A,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADH1C,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADH1B,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADHFE1,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADM,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADORA2A,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADORA3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADRB2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADSSL1,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ADTRP,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AFAP1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AFDN,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AFF1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AFF2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AGBL4,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AGFG1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AGL,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AGMO,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AGPAT1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AGPAT3,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AHCYL2,PreOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AHI1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AHNAK,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AHRR,NewOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
MYORG,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AIF1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AIFM3,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AIM2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AJAP1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AK7,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AKAP12,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AKAP13,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
PALM2-AKAP2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AKAP2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AKAP7,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AKR1B10,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AKR1E2,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AKT1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AKT2,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALAS1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALCAM,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALDH1A1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALDH1L1,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALDH1L2,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALDH2,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALDOC,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALKAL2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALOX15,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALOX5,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALOX5AP,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALOXE3,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALPK1,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ALPK3,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AMDHD2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AMN1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AMPH,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AMZ1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANAPC4,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANAPC5,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANG,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANGEL2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANGPT2,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANGPTL7,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANK1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANK3,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANKHD1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANKHD1-EIF4EBP3,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANKRA2,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANKRD13B,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANKRD35,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANKRD37,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANKRD44,NewOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANKRD55,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANKS1B,PreOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANKS3,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANKUB1,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANO4,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANP32D,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANP32A,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANTXR1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANXA1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANXA2,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANXA3,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ANXA7,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AOAH,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AOC3,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AOX1,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AP1B1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AP1G2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AP1S2,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AP5S1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AP5Z1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APBB1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APBB1IP,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APBB2,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APC2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APCDD1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APLNR,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APOBEC1,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APOBEC2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APOBEC3H,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APOBR,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APOC2,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APOE,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APOLD1,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APP,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
APPL2,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AQP11,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AQP4,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
AQP9,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARAP1,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARAP2,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARL17B,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARL17A,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARFGAP1,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP12,PreOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP15,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP17,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP18,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP21,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP22,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP25,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP27,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP28,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP29,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP30,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP36,NeuronByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP4,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP45,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGAP9,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGDIB,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGEF1,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGEF10L,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGEF15,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGEF2,MyeOligoByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGEF26,AstroByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGEF40,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGEF5,EndotheByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARHGEF6,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARID3A,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARID5A,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
ARL11,MicrogliByothers_Zhang_Cuffdiff2FCover20,CellType_GSE52564_FCover20_Signature_Hu
