"","neuronBYo","AveExpr","F","P.Value","adj.P.Val"
"Wwc2",-0.78059704771639,1.43923199363155,4.81658926244035,0.0364344316290389,0.161401467947382
"Tsr2",1.42007813230186,2.67571724687102,4.81609180456255,0.0364433856549449,0.161408812981851
"Fem1a",0.811018500911503,5.30376989424716,4.81447658425776,0.0364724757208896,0.161505320330913
"Tnik",1.56605160349199,1.01074484894742,4.80918615827015,0.0365679362722136,0.161893838860008
"Gm13727",1.73360956120462,0.795576870147735,4.80880359310374,0.036574850003269,0.161893838860008
"Mindy4",0.489704801443129,0.435773974390962,4.80544154429272,0.0366356713528666,0.162130617591412
"Sec61g",0.997658287192921,3.51251672918967,4.80079662047659,0.0367198849495159,0.162470802947628
"Ndufb3",0.884382361355104,5.03531208665819,4.79930805552384,0.0367469183288964,0.162557903257383
"Nt5m",0.786945320269122,2.45248180204369,4.79784833933461,0.0367734491973781,0.162642746220231
"Nars",1.20643403727914,5.7253956490768,4.79740292236268,0.0367815490346176,0.162646054226034
"Fhl1",2.58989828743055,2.2128471034459,4.79529632044373,0.0368198840341542,0.162783032471541
"Nr4a2",2.63436791276615,2.14092921016701,4.79416658416178,0.0368404606938117,0.162835691534578
"Nr3c1",-1.19631821209346,3.75827346410026,4.79344513186102,0.0368536076603326,0.162835691534578
"Gnl1",0.982996998638855,5.0308440180506,4.79343038769581,0.0368538763962225,0.162835691534578
"Zbtb33",1.65961182008621,2.90235154061624,4.7927830563208,0.0368656771807358,0.162855306763063
"Fancb",0.917272756022752,1.35573331211375,4.79214801760467,0.0368772579374671,0.162872149205049
"Psma3",1.08131621433331,3.18938643194579,4.79176668035054,0.0368842140540296,0.162872149205049
"9930012K11Rik",-1.46867539012884,2.01050782001339,4.79133097784587,0.036892163646208,0.162874742834776
"Prpf39",2.03343053874501,3.53265341324151,4.79077604244388,0.0369022914447256,0.162886950046222
"Zmym2",1.46265563469019,2.78163809218464,4.79020848269381,0.036912652827692,0.162900183225021
"Prmt1",1.02287586656234,5.53086219060809,4.78857146273585,0.0369425563512102,0.162999635851181
"5031434O11Rik",1.78942289252969,2.09004390322478,4.78668749046254,0.0369770041732022,0.163119095378614
"Hes7",0.901400594061158,0.507469549102025,4.78345775958725,0.0370361415507247,0.163347400224618
"Acot7",1.79580361391628,2.20828068378668,4.78135991344392,0.0370746098777293,0.16344088840671
"Inpp5a",0.83899560643407,1.36232169098303,4.78119459115453,0.0370776432827197,0.16344088840671
"Sos2",1.18228128016733,2.16372563127224,4.78109330685283,0.037079501826754,0.16344088840671
"Tmem215",0.842668153548817,0.585115231526506,4.77973807994463,0.0371043798632296,0.163517967273751
"Ybx1",0.947551471803711,6.4921787256659,4.77641746954833,0.0371654148202259,0.16375432624335
"Gmeb1",0.920072859344576,2.53833538356287,4.77530715440545,0.0371858479280652,0.163811399656581
"Gm9844",2.94623888338609,5.92481217616369,4.77490905043464,0.0371931772578314,0.163811399656581
"Gatm",-2.62095068431706,5.03874460541336,4.77301408366171,0.0372280866596301,0.163926035161153
"Pou3f2",3.22544824978255,1.8505565352756,4.77196144996652,0.0372474941356428,0.163926035161153
"Kif3a",2.06722734830019,2.55288811709872,4.77180831117623,0.0372503184991253,0.163926035161153
"Dusp9",-2.07203103510618,1.17686513831887,4.77153424281643,0.0372553737783992,0.163926035161153
"Cltb",1.11659846320021,4.63407658940744,4.77148653244837,0.0372562538891777,0.163926035161153
"Gm5611",1.0878037625473,1.86399520675689,4.77102884711968,0.0372646979578063,0.163930585190008
"Dhx9",1.42455317075801,4.36458693403352,4.7681858933219,0.0373171965576344,0.164060496894199
"Irak4",-0.974562487325284,2.3567530226011,4.76806704822189,0.0373193929601749,0.164060496894199
"Ubtf",0.696271637738582,5.39930702431474,4.76802979025129,0.0373200815624406,0.164060496894199
"Pnpla8",1.15051131147902,2.59880186785681,4.76754713962908,0.0373290031892906,0.164060496894199
"Zfpl1",0.831987410287597,3.62990432577743,4.76742243715873,0.0373313086545856,0.164060496894199
"Drg1",0.619447967374465,3.0490527378502,4.76581443407356,0.0373610511111705,0.164158596570491
"Fam134b",1.07815090387485,2.10449973768397,4.7650175757162,0.037375799941518,0.164163480195729
"Rbak",1.68696590433417,3.43296224625422,4.76495256132145,0.037377003559458,0.164163480195729
"Htr5a",1.15796707323581,0.634636627711682,4.76407719112487,0.0373932135563078,0.164196621523934
"Fbf1",1.15107039143667,3.01338973085155,4.76312711242271,0.0374108158092971,0.164196621523934
"Gm4853",1.8245857081421,1.32162665320628,4.76269894313114,0.037418751567262,0.164196621523934
"Gm26384",-1.90191118573055,0.760764474292219,4.7623727639526,0.0374247982755765,0.164196621523934
"Dctn6",1.02200139120098,4.14234724480043,4.7623006332626,0.0374261355801627,0.164196621523934
"Brip1os",-0.802419430299231,2.2590194318143,4.76214176689157,0.0374290811528815,0.164196621523934
"Zfp428",1.62687257955535,2.42405671375695,4.7612867900235,0.0374449378582893,0.164233616225007
"Smoc2",0.785163315559789,0.292732641413081,4.759340329478,0.037481065371735,0.164359486465588
"Plekhb2",1.56952857951163,4.77904427673064,4.75862517061129,0.0374943488617583,0.164364922904287
"Npb",2.41924287123615,1.53358183404067,4.75847362838587,0.0374971643040247,0.164364922904287
"Snrpa1",1.14972934695136,3.84550416317238,4.75775661663548,0.0375104885538543,0.16438785648945
"Zfp788",1.86877447695956,2.6740527773711,4.75717717594025,0.037521260148954,0.16438785648945
"Rchy1",1.003250795799,4.68610394351156,4.75699281240246,0.0375246881196819,0.16438785648945
"Slitrk1",3.01485983285261,1.52585843593143,4.75467511884672,0.0375678118559535,0.164504382362061
"Gng11",-4.00641622831429,4.5590693772004,4.75466900903021,0.0375679256096557,0.164504382362061
"Gm35339",1.17888159268399,1.17630584228619,4.75398475884306,0.0375806675217987,0.164504382362061
"Bicra",0.957623176574243,1.6333957770835,4.75396524442503,0.0375810309839469,0.164504382362061
"Metap1d",1.08456459024726,1.33941148825879,4.75325511179928,0.0375942600763076,0.164506551783903
"Asic3",0.930823179814193,0.548269397046901,4.75314034364856,0.0375963985815401,0.164506551783903
"Mboat7",1.21414849855774,5.20576077499914,4.74952694625431,0.0376637969348284,0.164768870790826
"Ahcyl2",1.16222835465192,2.05454605134475,4.74726186218746,0.0377061143267051,0.164921385379537
"Amigo2",2.4576117795803,2.99283718820717,4.74459851048477,0.0377559397456886,0.165106672266035
"Ntmt1",0.970801253007112,3.70525728031031,4.74383525253346,0.0377702320585691,0.165108040088748
"Rinl",-1.67210090766508,3.72268925451673,4.74358964009779,0.0377748325252371,0.165108040088748
"Aimp1",0.750592209779376,3.79502333690789,4.74304376740331,0.0377850592681504,0.165108040088748
"Sumo3",0.853300488076534,4.60926429751917,4.74298794401149,0.0377861052736669,0.165108040088748
"Gm5578",0.639276011380283,3.59856675926681,4.74176596028538,0.0378090105557863,0.165175501683582
"Thoc7",1.34991833487174,2.97790769613979,4.73942726296216,0.0378528908101571,0.165312030331497
"Actrt3",0.660019969828414,0.224466198306473,4.73885405852414,0.0378636542756662,0.165312030331497
"Saxo2",0.606337222209932,0.462222698279241,4.73837543684192,0.0378726442918911,0.165312030331497
"Pias1",1.10119228020822,2.72194645091025,4.73835348780486,0.0378730566203568,0.165312030331497
"Gm38040",1.47983806861784,0.610674876748317,4.73795694924041,0.0378805067395826,0.165312030331497
"Tmem41a",1.17168502779064,2.51500515926543,4.73771268917276,0.037885096676793,0.165312030331497
"Ufc1",0.732334530657201,6.25708174742279,4.73646825654921,0.0379084906156071,0.165364423097647
"D930016D06Rik",1.80346346371167,2.02746458461731,4.73627881832467,0.0379120532455482,0.165364423097647
"Pkp4",1.43247183757592,1.98858188580062,4.73514545302445,0.0379333753916325,0.165424810524164
"Timp2",2.39025363773904,5.34931082431406,4.73312362998345,0.0379714452102094,0.165558195188306
"Gm15631",1.46125065991078,0.758007673067384,4.73241299669207,0.0379848360991129,0.165583946605059
"Coq4",0.832161165176613,2.98899691690215,4.73035569641539,0.0380236325540984,0.165720414301481
"Pfn2",2.70041171468199,4.53656705502876,4.72954836190544,0.03803886921879,0.165730747109371
"Dapk2",-0.649303540603771,0.399997854572106,4.72941267064842,0.0380414307571581,0.165730747109371
"Trp53inp1",1.93792412861849,4.00249438912841,4.72832436832449,0.0380619823141697,0.165730747109371
"Gm11701",0.649400143034707,0.186493437062701,4.72809535987464,0.0380663084882479,0.165730747109371
"Retn",0.755252177213604,0.422552843491096,4.72802552448332,0.0380676278495576,0.165730747109371
"Ltk",0.941422845755577,0.633949626679027,4.72773669401556,0.0380730851015956,0.165730747109371
"Pi4kb",0.667043718894529,2.89141385570509,4.72745318314684,0.0380784426866579,0.165730747109371
"Gm8407",1.60151073840883,2.2365673606509,4.72671936912299,0.0380923136579757,0.165758508075412
"Rrp1",0.995334411861045,6.16791774357032,4.72483885305443,0.0381278858138762,0.165880672145601
"Gm42595",1.6370334632282,3.39319112389156,4.72378333486963,0.0381478683014921,0.165934976491135
"Uhrf1bp1l",1.21364662666325,2.31937946085943,4.72335338811097,0.038156011142546,0.165937769708383
"Metap1",0.84159413244289,3.09125164710072,4.72189058880487,0.0381837297975444,0.166012249447856
"Grik4",0.779418486858092,0.395746984309649,4.72165768018646,0.0381881452533625,0.166012249447856
"Tmem170",-1.26843732685032,1.72606585064242,4.72029245310063,0.0382140384598154,0.166092175411885
"Nckipsd",0.866985039358218,4.0049409144885,4.71981984223503,0.0382230066379144,0.16609852206847
"Nrg2",0.563745916973554,0.320411886448045,4.71828622633628,0.0382521243244634,0.166192408961136
"A230005M16Rik",0.903956180598628,0.593258613709462,4.71651849860304,0.0382857174307893,0.16630569933661
"Gm47283",2.35501045745912,1.95947514669414,4.7148784588232,0.0383169132540263,0.166408533945588
"Zfp292",1.47317666870626,2.4665002898409,4.71368517874118,0.0383396287965398,0.166474505959931
"Zfp207",1.25324345542636,5.55942493413989,4.70821548428143,0.0384439422920636,0.16680955438641
"Usp42",1.34290455507713,2.78340527300117,4.70790314433489,0.0384499084691806,0.16680955438641
"Mrpl39",0.96707124792789,3.48623587236908,4.70783793813222,0.0384511541382112,0.16680955438641
"Psme3",1.06404011183798,6.17782356206589,4.70742399818894,0.0384590628981462,0.16680955438641
"Hpf1",1.27059447510844,3.53272739145476,4.70731370855328,0.0384611704023468,0.16680955438641
"Rab5b",0.692584026646844,4.98894513627801,4.70726861439579,0.0384620321351118,0.16680955438641
"Hnrnph2",1.15652201933595,6.6119939910477,4.70667484781986,0.0384733807923316,0.166826068849226
"Abca8b",1.31936350699686,0.791576416136927,4.70490069242195,0.0385073123344171,0.166940480261476
"Trim15",0.637432827458979,0.579214966981438,4.70258101380375,0.038551727309952,0.167100286692411
"Gm48045",0.880292866668018,0.580509886756788,4.7012956259901,0.0385763631292856,0.167141952007839
"2810429I04Rik",0.844324604079552,0.668885893090679,4.70129108657945,0.0385764501628182,0.167141952007839
"Dpm3",-0.663833721864813,4.09163814083399,4.70055186776903,0.0385906260135716,0.167170632327833
"Itpkc",1.32720344670762,1.9964444719234,4.69973907898209,0.0386062193665537,0.167203541749845
"Rita1",0.972503584446174,2.08179506931687,4.69936810499854,0.0386133388238465,0.167203541749845
"Uxs1",1.13711994238513,2.00836700221723,4.69841734768615,0.038631591698057,0.167249844057948
"Azin1",1.4647216232988,5.04881748689279,4.69777131706935,0.0386439998113534,0.167270829158007
"Ramp3",2.11179961709833,1.68504489709917,4.69701088721587,0.0386586108170272,0.167301339418054
"Gm44911",1.6625492704953,1.99010377331844,4.69515628072983,0.0386942711738865,0.167422914371189
"Ldlrap1",-1.98083104042865,3.33165541019859,4.69180194231898,0.0387588610228988,0.167666050436929
"Rpusd1",1.07726605524266,4.26904625092072,4.69073406022765,0.0387794488254341,0.167666050436929
"Vps26a",0.870439297629102,4.03687251550142,4.6904481750291,0.0387849624910244,0.167666050436929
"Sbk1",2.70922097306592,3.68575652002729,4.6904205703091,0.0387854949297409,0.167666050436929
"Fam133b",1.07176971561215,2.71341661460456,4.69027213437082,0.0387883580950234,0.167666050436929
"Hist1h2ad",-1.75129199483575,1.04421386215813,4.6886890513109,0.0388189085989258,0.167765328176213
"Btbd2",0.89796752991198,3.73115678445908,4.68748439336872,0.0388421740887813,0.167833089329318
"Mlycd",-0.725822217863682,3.93096306451329,4.6865673728834,0.0388598948160129,0.167860633597063
"Zc3h12b",0.543851408012309,0.366921098899701,4.68616911647382,0.0388675936113737,0.167860633597063
"Ankrd13c",1.15993105555444,3.00066594177693,4.6859768187606,0.03887131157247,0.167860633597063
"Gm5909",1.35257630955443,2.75639319490747,4.68551652659708,0.0388802126473488,0.167866304527185
"Htatsf1",1.48251453429911,4.26269514901103,4.68368457395877,0.0389156611304127,0.167986569987926
"Tbce",1.46634719989537,2.52883281463583,4.68268133707437,0.0389350890574092,0.16803764635526
"Zfr",1.31625656004598,3.76902720697666,4.68205264474857,0.0389472693185406,0.168057429126989
"Padi2",-1.43603079659247,1.77426890637299,4.6790907712328,0.039004709408742,0.168272462217161
"Mmd",1.67758664550525,3.36254878145104,4.67794995844224,0.0390268584260456,0.168335189892651
"Mdm4",1.58711546964783,3.11393850859329,4.67704102026351,0.0390445155521408,0.168378521941523
"Caprin2",1.13907678846436,1.26313892397364,4.67541956349241,0.0390760361368786,0.168452483295127
"Ascc3",0.706882977823028,1.31867817741017,4.67537541170505,0.0390768948275819,0.168452483295127
"Elfn2",2.24439281694783,1.28868319030337,4.67268626073261,0.039129234532244,0.168645247527145
"Rrp1b",0.939216327445037,2.68214058070583,4.67068152379622,0.0391683038702697,0.168780753120759
"Npr2",2.17165484045514,1.74980368926954,4.67003436441859,0.03918092527737,0.168802260936954
"Gm7241",1.08579140411594,2.31451393981643,4.66946227276673,0.039192086410784,0.168817470339909
"Gm11349",1.46017991721213,1.78628078198319,4.66481885773533,0.0392828069497484,0.169167972593067
"Gm8170",1.41605591448722,1.12422129824933,4.66451502320009,0.0392887512174288,0.169167972593067
"Nudt22",-0.899810859175032,4.57509486675799,4.66391521389869,0.0393004889115596,0.169185584002808
"Anxa7",1.3009003830886,4.39267014592063,4.66333326608707,0.0393118807903876,0.169201700141195
"Adra2a",2.65998138374319,2.25652327950132,4.65970379289053,0.0393830119848966,0.169474883124269
"Ctdspl2",1.25296262799619,2.57844691377381,4.65701495614257,0.0394358004271712,0.169642619076378
"Kif24",0.959276536608338,1.09248483509787,4.65677249428854,0.0394405644022313,0.169642619076378
"Ehbp1",1.10786135835199,0.797149619506318,4.65654701004322,0.0394449953681186,0.169642619076378
"Top2b",1.84592303899097,3.35957183873425,4.65367703202183,0.0395014412488464,0.169839421331652
"Gm26839",0.524028881001376,0.449742684803037,4.65336994856942,0.0395074861792664,0.169839421331652
"Mettl5os",0.844924976141472,0.982897847652839,4.65293447530289,0.0395160602192955,0.169839421331652
"Taf3",0.533535247781097,1.17773982411631,4.65265314690504,0.0395216003958673,0.169839421331652
"Thra",1.81273608981022,3.78843972205563,4.65227032126135,0.0395291407330233,0.169839421331652
"Sgsm3",0.907463251727062,2.69285455960961,4.65118128761924,0.0395505996451212,0.169872441299195
"Atp1b3",0.793397019566859,5.75305516502496,4.65110095734706,0.0395521830281677,0.169872441299195
"Gpatch4",1.13429666645036,2.23763269595073,4.64999473767972,0.039573994780523,0.169933130149361
"Tet1",1.36682080626507,1.14053641649892,4.64809932826511,0.0396113983065429,0.170060734472278
"Polr3f",1.55375186112674,3.59993706981929,4.64668999089163,0.0396392352285052,0.170147225642262
"Slitrk5",2.52331282681578,1.94251844353873,4.64594994607542,0.0396538611189453,0.170176987300568
"Atg16l1",0.940730905026724,3.41023051605602,4.64520773801858,0.0396685357750859,0.170179513792052
"5033417F24Rik",1.51570925148068,1.67184187015042,4.64514205727108,0.0396698346799988,0.170179513792052
"Fam199x",1.36923157908616,1.97476219453207,4.64292975036046,0.0397136129122782,0.170334288185019
"A830035O19Rik",1.12991355845025,1.37395152472643,4.64244229890828,0.0397232660477351,0.170342666170584
"Asl",0.936073294447418,3.27759417382599,4.64137583312987,0.0397443946411246,0.170400240822791
"Gm5276",0.590366323813815,2.21815517803313,4.6402161693054,0.0397673838033484,0.170465768626521
"Clta",0.61847572191954,6.02075090771415,4.63702346102167,0.0398307522606262,0.170696704557894
"Sepsecs",1.28637301813949,2.34356613330349,4.63672460369327,0.0398366896728477,0.170696704557894
"A630052C17Rik",1.38796202475022,2.08257111165579,4.63596398656099,0.0398518053180085,0.170728406090299
"RF01962",0.583139583037107,0.228906008965306,4.6354472470467,0.0398620780445791,0.170732983141241
"Osbpl6",0.989763256489175,0.644453417800344,4.63513390968374,0.0398683085886929,0.170732983141241
"Kdm5a",1.29895037555627,2.79634549164979,4.63468101637095,0.0398773160367707,0.170738506421807
"Hp1bp3",1.10072163592497,5.28845914913471,4.63249840446707,0.0399207569650627,0.170891429244985
"Pds5b",1.2564921425599,2.04548547789676,4.63194385309009,0.0399318026658074,0.170905643330559
"Ankmy2",1.30910515171424,2.13215775034106,4.63151467698029,0.0399403534362714,0.170909175835712
"Ranbp9",1.31615284075913,2.11159099408433,4.63058185329529,0.0399589457299765,0.170936038004546
"Sltm",1.57625903733222,3.2067964393579,4.63042443604794,0.0399620841910913,0.170936038004546
"Ebp",-1.34062710871782,5.59103603099766,4.62937536205327,0.0399830067876548,0.170963434857155
"Gm22484",0.505403327250517,0.0783966620556257,4.62932834112273,0.0399839448515535,0.170963434857155
"Rnf135",-1.27171436352431,2.9998648890378,4.62620728596485,0.0400462642907276,0.171196812541791
"Gm43672",-1.27947149032718,4.61745474132888,4.62499935789235,0.0400704124237642,0.1712669501644
"Zfp160",1.76840523090679,2.70027841319558,4.6236781715407,0.0400968432450755,0.171346815358471
"Pnpt1",1.52971574686341,2.79369723963753,4.62317952938502,0.0401068237930927,0.171356365927885
"Arih2",0.750236009332901,3.49276457708469,4.62260008129642,0.0401184251710031,0.171372836466133
"Mmp28",-1.3406730751668,1.35289637570535,4.62026220601711,0.0401652706026929,0.171539822691771
"Cox11",1.25855677107921,1.99626811578164,4.61980673853837,0.040174404144149,0.171545713738855
"4933415A04Rik",-1.4516913926245,0.959893453302389,4.61844236345245,0.040201777907768,0.171624304686547
"Setd7",1.57522076727796,2.87557917210796,4.6181161994421,0.0402083248741298,0.171624304686547
"Ppp1r13b",1.1515404206437,1.4100642043597,4.61669440097332,0.0402368779168037,0.171713049798119
"Wdr82",1.12843242070146,4.69404033995199,4.61624720475138,0.0402458633146024,0.171718270802112
"Malat1",2.22491573349056,7.59678965815119,4.614830014698,0.0402743532583276,0.171787597078162
"Mpp6",0.991910849026047,1.38105637205604,4.61430206023956,0.0402849725116044,0.171787597078162
"Rfk",1.26865593205972,6.02683586717319,4.61428047436674,0.040285406755029,0.171787597078162
"Snapc4",1.43601770362966,1.92864629059062,4.61321363860684,0.0403068747839884,0.171846018663745
"E130311K13Rik",1.38713256743358,1.82598148937182,4.61256837568477,0.0403198656268863,0.171868282709751
"Gm13294",-0.970838275990633,1.41693916187713,4.61090087402771,0.0403534583509684,0.171949098580807
"Klhl28",1.41996433162627,2.87353202032099,4.61085565957793,0.04035436965292,0.171949098580807
"Gm8641",0.760546798714312,1.79786966918616,4.6080950042049,0.0404100542387087,0.172153212001339
"Cfap20",1.51285230202876,5.00061983397914,4.605168395904,0.0404691793530167,0.172371901198843
"Atp6v1c1",1.19781998164042,4.39757203575552,4.60329803712065,0.040507015752989,0.172499847835106
"Sirt1",1.27625343385768,1.9651321990692,4.59931155585468,0.0405877913057243,0.172810567177933
"Diexf",1.1992754472084,1.94719248713815,4.59892184798466,0.0405956972971037,0.172810970041144
"Bscl2",1.01317422658814,5.4243326283565,4.59754040233853,0.0406237364122577,0.172866058078564
"Gm7353",0.890620031345186,2.00924725217864,4.59751432222728,0.0406242659653056,0.172866058078564
"Pla2g12a",0.7965866429835,3.32440469476604,4.59704866205654,0.040633722420317,0.172873046366283
"Rbbp7",1.4585530837926,4.83385871937572,4.59375354681651,0.0407007082573797,0.173124739238225
"Fbl",1.36308418741604,4.12175498969154,4.59246983092386,0.0407268378665131,0.173202582491517
"Chrm1",1.13345084086646,0.809927180466343,4.59140600617688,0.0407485057730052,0.173261424796501
"Minpp1",0.813643477518941,3.34786331533052,4.58717455103886,0.0408348185037298,0.173591240792405
"Ano6",0.855436003636183,1.41440412347594,4.58683434167109,0.0408417668636471,0.173591240792405
"Ttc21b",0.912955799052704,0.893536035455185,4.58590721888062,0.0408607088739971,0.173638390783603
"Gm4189",1.76481585025312,2.23959922546707,4.58541705952858,0.040870727241404,0.173647608750063
"Wdfy3",1.0119162355168,2.1323350410028,4.58499454204486,0.0408793652647377,0.173650959629761
"Akap11",1.55292094364311,2.98025719606526,4.58286137024928,0.0409230071663143,0.173802973227178
"Tfpt",0.566346626384109,2.90994145193104,4.57591930535995,0.0410653911402207,0.174374212705394
"Gm15384",1.11626640087499,0.304784654405442,4.57134825878401,0.041159445017186,0.174740050300366
"Ilf2",1.27192536241649,5.13078910164123,4.57056289608909,0.0411756287054532,0.174766547473121
"Ndfip2",0.890460214564599,3.80930138558319,4.56989383516143,0.041189421377664,0.174766547473121
"Cox18",1.00902157530487,3.40096075186635,4.56958291102342,0.0411958328156725,0.174766547473121
"Gm17259",0.822908234524212,1.38968368146376,4.56951247471364,0.0411972854075995,0.174766547473121
"Pgbd1",1.0433208692767,0.681837573806836,4.56829232126722,0.041222457380005,0.174839805333177
"Fam120b",1.11436945386867,3.37527476052526,4.56719541901747,0.0412451012354309,0.174902314477945
"Gm22350",0.537878523803483,0.0857016438717227,4.56560326005894,0.0412779934759231,0.175008250223811
"Gm11598",0.619570759430709,2.82826950807204,4.56419862658351,0.0413070358288869,0.175037356108846
"Srek1",2.01973260043394,3.64452526262419,4.56418634597437,0.0413072898441051,0.175037356108846
"Cnp",-3.90377888058014,6.37808867451211,4.56404313144969,0.0413102522575207,0.175037356108846
"Stxbp3",-1.45212182030257,3.38823795619146,4.56336686329434,0.0413242441505144,0.175037356108846
"Wrn",0.739115525694256,1.11976235022612,4.56312153192876,0.0413293213225351,0.175037356108846
"Zkscan6",0.814692754120117,2.62102159200378,4.56297614139251,0.0413323305298835,0.175037356108846
"Asb13",1.42279169315236,3.24901824412832,4.56095731312604,0.0413741401946605,0.175180881057699
"Ccdc87",0.70078504690799,0.391778279280145,4.55544685896564,0.0414885001828553,0.175619749107903
"Nfat5",1.55862498012613,2.82928677003388,4.55519822045903,0.0414936685163408,0.175619749107903
"Ndufb6",0.862695862460544,3.25597387173781,4.55341111842345,0.041530837221511,0.175743441440606
"Heatr6",0.992879923246069,3.00234712026701,4.5528323870593,0.0415428817805355,0.175760790520327
"Gm3963",0.680296005451024,0.130455705291714,4.55197112687297,0.0415608135124627,0.175789252411241
"Zfp420",1.61503937291677,1.65575106309133,4.55174605350572,0.0415655010334584,0.175789252411241
"Uprt",0.768000352916336,0.911723670114803,4.55088579109994,0.0415834228161183,0.175831434052176
"Bud13",0.826692163643187,2.17117853902808,4.55013721079219,0.0415990249163234,0.17585170302999
"Smg7",1.20325840468039,3.24067535231374,4.54989310753507,0.0416041139835902,0.17585170302999
"Ube2m",0.737847372287541,7.1665511342884,4.54817499094826,0.0416399528605148,0.175969565832506
"Jpx",1.25543838438284,1.86371610856816,4.54550603390328,0.0416956937106317,0.17617147287248
"Dyrk3",2.06213972160615,2.02593044087688,4.54316255707771,0.0417447052732859,0.176344015227015
"Edrf1",1.42816512174832,2.27969908381807,4.54279144368412,0.0417524726194052,0.176344015227015
"Gm26549",0.613257897135938,1.14294068245645,4.54173865259748,0.0417745161111181,0.176403439573634
"Gm14534",0.96077584102637,0.160816197956565,4.54076941053267,0.0417948216689359,0.17644413024681
"Abhd10",1.29043168628424,3.1457030644085,4.54051738611309,0.0418001033595594,0.17644413024681
"Ankhd1",1.19954530415667,2.62122224578116,4.53909610794963,0.0418299030512021,0.176529077372446
"Rock2",1.20593894731675,2.97988081049046,4.53879656898524,0.0418361864423331,0.176529077372446
"Grb10",1.31291332230598,0.644294324698524,4.53777470191152,0.0418576299084846,0.176574381158823
"Nrxn2",2.25531811136182,1.74606921557434,4.53747278504114,0.0418639678474844,0.176574381158823
"Rimklb",2.42074909639502,1.56114319313568,4.53714416384841,0.0418708675839257,0.176574381158823
"Cyth4",-2.67799447917079,5.23812134876116,4.53637972533339,0.0418869226353378,0.176608421852788
"Cartpt",1.41456873080541,0.770842428854209,4.53362232273575,0.0419448915751656,0.176819138017795
"Smyd2",0.940790877602113,1.47957158128938,4.53317112621867,0.0419543855705757,0.176825466179814
"Trbj2-4",0.951408196566561,0.165432017591836,4.53214301972549,0.041976027718123,0.17685342648403
"Nae1",1.39308140853711,3.40952948634436,4.53205479586092,0.0419778854514967,0.17685342648403
"Fam102a",-1.69870967967523,3.6280281168366,4.53171687787908,0.0419850018484891,0.17685342648403
"Camkk1",1.75906680384625,2.13966015263768,4.53085879898881,0.0420030786168688,0.176895889632779
"Ddx10",0.689814543424177,1.17553646824253,4.528625195527,0.0420501735055027,0.17706052311805
"Lyrm7",0.485120732187641,0.569887320312463,4.52667401833476,0.0420913615174912,0.177172056795209
"Gm38699",0.640418777009128,0.446110906567235,4.52661165594773,0.0420926786835248,0.177172056795209
"Zfx",0.887679035246537,0.972377165783274,4.52622412148798,0.0421008648877058,0.177172804624447
"Tomm40",0.897739398169653,4.1031939572335,4.52246502115252,0.0421803632488975,0.177473597595162
"Tarsl2",1.00337568168374,1.16724114317691,4.52183261440239,0.04219375391896,0.17749618139364
"Rybp",0.838831453279582,2.30083626171801,4.51771735427626,0.0422810064545623,0.177807028397438
"Rln1",1.59384891032989,0.900007159206109,4.5175894386845,0.0422837217555903,0.177807028397438
"Nsun5",1.18468710029926,2.98616341692031,4.51654563576613,0.0423058861015164,0.177866423075607
"Acvr2b",1.33342055262305,1.40212958214046,4.51585187033572,0.0423206248127959,0.177894581556809
"Gm6190",1.00935487894465,1.99139945931773,4.51532228263524,0.042331879486784,0.177905909845201
"Nfyc",0.998625232812867,2.53034704455506,4.51496834572181,0.0423394031250275,0.177905909845201
"4930447M23Rik",1.30303975653024,0.761265419684426,4.51403779434292,0.0423591909471888,0.177909673998787
"Gm45048",1.24119127627926,1.23865297346166,4.51400812268983,0.0423598220726421,0.177909673998787
"Mir344c",1.78156853736555,0.402831414225696,4.51350864660749,0.0423704476552291,0.177909673998787
"Zfp169",0.884148420714938,1.59123254690689,4.51341377129918,0.0423724663155814,0.177909673998787
"Gm38099",0.490414439624575,0.726830164929747,4.50819257727617,0.0424837224878584,0.178234502346167
"Cited1",1.50170878022423,1.12155741742502,4.50758257584507,0.0424967419057086,0.178234502346167
"Tada2a",1.2365320830673,1.72541884265189,4.50708681314635,0.0425073263622943,0.178234502346167
"Ppp2r3c",1.09731676625961,2.49838213970703,4.50707769609531,0.0425075210373427,0.178234502346167
"Hbq1b",1.57436431300693,0.882983748081973,4.50707062406427,0.0425076720460623,0.178234502346167
"Hinfp",1.24447724077042,3.30880904493341,4.50672480614393,0.0425150570057903,0.178234502346167
"Gm10254",1.04584914796711,3.75768896815026,4.50671035769244,0.0425153655842472,0.178234502346167
"Ap3b1",0.677903607459626,2.15179408952099,4.506027763018,0.0425299467309154,0.178234502346167
"Rabggtb",1.20276592205311,5.30164250357874,4.50602504452199,0.0425300048127788,0.178234502346167
"Trip12",1.26359637897134,3.33692175692612,4.50600676241183,0.0425303954203958,0.178234502346167
"Nat8f1",-1.37951464493925,2.64306051298209,4.50529538142072,0.0425455975728841,0.178264442254719
"Donson",1.14096190184616,3.17578588801696,4.50459184204552,0.0425606380889697,0.178293693702382
"Cyb5r4",0.97336741264307,2.55849728351876,4.50304025869625,0.0425938292780288,0.178398955910229
"Stambp",0.933493256161337,2.76519881863695,4.50210392566634,0.0426138730584603,0.178423605401911
