"","myeoligoBYo","AveExpr","F","P.Value","adj.P.Val"
"Rars2",-1.29777643621939,1.95379175178371,6.028999703397,0.0203062658067711,0.135220426111538
"Atxn7l2",-1.7663728182853,2.8002045356533,6.02851338664176,0.0203108744731113,0.135220426111538
"Gm6439",-1.27620483465868,2.5173164468606,6.02529451614614,0.0203414075708932,0.135382960195809
"Ggnbp1",-1.19644719340999,1.01566947900628,6.01762709061414,0.0204143408585564,0.135827507613186
"Rora",-0.846249786831069,0.537056150647717,6.01669240485611,0.0204232512503477,0.135842584304434
"Fdx1",-1.27319367011474,2.37827490335746,6.01546505525878,0.0204349580877576,0.135842584304434
"Gm23296",1.24442810674927,0.300257987853809,6.01545774632067,0.0204350278246693,0.135842584304434
"Gm15753",-2.01614128619606,1.91431459952439,6.01369392742433,0.0204518646093381,0.135913667994108
"Gas6",-2.78471530731479,2.66962936792615,6.01272115366533,0.020461156861372,0.1359345865598
"Atp11c",-0.911169972483571,1.17691243152223,6.01040961664101,0.0204832559751252,0.135999907593781
"Gpr182",-1.22783268230747,0.983494530392711,6.01040668620678,0.0204832840077059,0.135999907593781
"Tpd52-ps",2.19191838813552,3.25151010041245,6.0093976386056,0.020492939072521,0.13601110288366
"AC099934.1",-0.627396342209987,0.579950187933805,6.00894559573013,0.0204972660585872,0.13601110288366
"Sccpdh",2.40367468765384,3.6200555092586,6.00026944988594,0.0205805089998434,0.136444329394256
"Rrnad1",-1.22965207091342,3.29936916829478,5.99988495610957,0.0205842065709763,0.136444329394256
"Nrde2",-0.977562741064269,2.54086926730785,5.99969146486998,0.0205860675984191,0.136444329394256
"Cdc5l",-0.956317077920083,3.02546597486492,5.99924989534539,0.02059031537002,0.136444329394256
"Ggct",2.17370376074402,2.82793562771279,5.99833837094675,0.0205990870096205,0.136444329394256
"Gpr61",1.95773772305152,0.865927435631523,5.99828925796847,0.0205995597422056,0.136444329394256
"Iscu",-0.882492129625997,6.19971365707235,5.99260356812538,0.0206543672648363,0.136661442578548
"Irak2",-2.22625927223582,3.06670712372167,5.99244402089123,0.0206559075320187,0.136661442578548
"Gm29808",-1.60731099328799,1.5397090114925,5.9924151760773,0.0206561860129569,0.136661442578548
"1810022K09Rik",-1.39206341494349,2.80162546135083,5.99221250856924,0.0206581427731457,0.136661442578548
"Fndc1",-1.51388989470776,0.701379288781704,5.99168623121688,0.0206632249435087,0.136661442578548
"Atp5l",-1.54834548797504,5.06770988393836,5.98837944930758,0.020695189333287,0.136831940711389
"Rnpepl1",1.12141106314858,5.24412860235597,5.9835054653405,0.0207424016099597,0.137052035624247
"Hhip",1.63420841495156,0.862083477783709,5.98303876904403,0.0207469284922826,0.137052035624247
"Pdxdc1",0.789808922372476,2.72198828606057,5.98284383221175,0.0207488196700926,0.137052035624247
"Prps1",-1.57562902388008,3.30775895800797,5.98238645360489,0.0207532576658332,0.137052035624247
"Gm21559",-1.09375101516064,1.24123126043122,5.97873251611979,0.0207887495986719,0.137245451319432
"Inpp5b",-1.14970407970624,2.50743298920153,5.97721839729507,0.0208034762335471,0.137301701883879
"Gpd1",2.90218324483849,2.15712916158856,5.97657608859254,0.0208097269145759,0.137301994790087
"Mgat1",-1.20823845750441,5.60040979094546,5.97004578320895,0.0208733940854959,0.137658691954079
"Klhl15",-1.12533717200715,1.64040969652891,5.96975506493361,0.0208762333998976,0.137658691954079
"Klhl23",-2.48010350690798,2.54028066155094,5.96805032748154,0.0208928913220159,0.137727483527103
"Grin3a",-1.64331967044998,0.838638938116761,5.96650857906401,0.020907969133041,0.137746649524073
"Gm10752",-1.50083393886646,1.51796643982134,5.96604770371748,0.0209124786625871,0.137746649524073
"AI506816",-0.989105118801986,1.93246665413643,5.96562587640235,0.0209166070528793,0.137746649524073
"Gtse1",-1.66682573191256,1.40397548619981,5.96507014137904,0.0209220473506739,0.137746649524073
"Zbtb43",-1.09316651438422,3.26545515736632,5.96457142895467,0.0209269307530809,0.137746649524073
"Cpne8",-0.754314203757018,0.504426365912604,5.95866708945984,0.0209848412003218,0.138086746542153
"Clcc1",-1.23409169022372,2.94853072371402,5.95729377202189,0.0209983360172194,0.138134459622047
"Arl4a",-2.10622773111248,3.17059174224132,5.95651667885275,0.0210059762871623,0.138143642509183
"Parva",-1.191412670218,0.701037104163886,5.95556103854839,0.0210153761844546,0.138153971959
"Egr3",-2.98398923579736,3.03189567164951,5.95473476017848,0.0210235073641475,0.138153971959
"Dbr1",-1.32652298306998,3.50028341364887,5.95445294611023,0.021026281407854,0.138153971959
"Miat",-3.11684389358971,1.75643544428184,5.95273803234604,0.0210431708539113,0.138221760983063
"Ccnh",-1.38505777817881,3.23298072193602,5.95161604919311,0.0210542288276058,0.138221760983063
"Ddx55",-1.57558340451253,2.66490741837116,5.95150312255709,0.0210553421558072,0.138221760983063
"Srsf9",-0.834633241990518,6.37337960257124,5.94686889743672,0.0211010860450051,0.138446394483048
"Znhit6",-1.35546108099787,1.60267102032844,5.94620852391506,0.0211076133756371,0.138446394483048
"Ap1m1",-1.29366180549889,5.05240803108318,5.94613556077198,0.0211083347010496,0.138446394483048
"Rad50",-1.06214653730433,1.62929016944162,5.94433079236069,0.0211261855347185,0.138522407405032
"Gm20045",-1.04824444716651,1.16308857287227,5.94270575846393,0.0211422727836535,0.138556441230717
"Msh5",-1.9643760043487,1.34104782922822,5.94244719555125,0.0211448337010169,0.138556441230717
"Gm44911",-1.83351117720519,1.99010377331844,5.94190902331416,0.0211501650787024,0.138556441230717
"Hcfc1",-1.21522156485342,4.49413123077807,5.93970606069344,0.0211720039871018,0.138619896607974
"Cwf19l1",-0.899404114934329,2.05161154853543,5.93960977339931,0.0211729590877062,0.138619896607974
"Zfp955a",-1.3997039880549,1.5312768537333,5.93903625640732,0.0211786489415971,0.138619896607974
"Slc17a5",-0.759435994843375,2.12578617878856,5.93788732198402,0.021190052545836,0.138653514484333
"Plod2",-1.84431063135769,1.18827271607163,5.93634321111961,0.0212053890257333,0.138670164322566
"Rrbp1",-1.16984634335345,4.23605063989272,5.93600194919315,0.0212087801624074,0.138670164322566
"Zfp777",-0.907710984808539,2.52140445050332,5.93539279345675,0.0212148348506965,0.138670164322566
"Fam160b2",-1.54984336851113,3.27919873389756,5.93510765024187,0.0212176696755361,0.138670164322566
"Zfp277",-0.71765311527489,1.58280148779769,5.93444918477808,0.0212242175663787,0.138671992091257
"Zfand6",-1.16132116244796,3.20486882305188,5.93014083677598,0.0212671151952283,0.138905887725412
"Mpst",1.39472231589785,3.91555858751865,5.92959330625551,0.0212725736841158,0.138905887725412
"Ralgds",1.43201328664603,3.32829624466884,5.9276288400371,0.0212921706540339,0.138992827199526
"Vangl1",-1.0704877348953,1.07155080790169,5.9267837045351,0.0213006075784366,0.139006885385768
"Fbxo5",-1.93908804483688,2.44381069193854,5.92418439410999,0.0213265792750232,0.139112221165476
"Zfp397",-1.85378846530514,4.02018966317422,5.92361144991499,0.021332308665862,0.139112221165476
"Adsl",-0.99555973863655,3.27340765512849,5.92280238965664,0.0213404020698925,0.139112221165476
"Bscl2",-1.13120020052828,5.4243326283565,5.9226525727386,0.0213419011271359,0.139112221165476
"Otos",-0.980440868720112,0.452744919410719,5.92199073904867,0.0213485247685437,0.139114407497641
"Dock11",-1.20413476044871,1.84564520642755,5.92024072944139,0.0213660497498807,0.13918760854435
"A930002H24Rik",-1.26571671515628,1.02045624617392,5.91840538101606,0.0213844462765356,0.139266442442095
"Sh2d3c",-2.04630128999038,2.57035052675277,5.91629454287548,0.0214056256321863,0.139363347810729
"Cenpc1",-1.55729691978714,1.62519177250409,5.91500173762705,0.0214186085070479,0.139406847896858
"Gm5559",0.819645847622123,2.68967711962124,5.9103572425877,0.0214653216693701,0.13964083955995
"Tlk2",-1.05760598757642,1.94277317763168,5.91017238165841,0.0214671832637251,0.13964083955995
"Prickle1",1.8073103565446,1.48896710801488,5.90896594956772,0.0214793366746093,0.139678825764957
"Gm26799",-1.41077949304962,0.893116595100466,5.90488890349655,0.0215204640577225,0.139905150264177
"Klhl24",-1.57798167782427,4.40576890547771,5.90274247641022,0.0215421509188168,0.140004995527903
"Thnsl2",-1.56323582266578,1.39563196991567,5.89795959096967,0.0215905619986951,0.1402784150065
"Sms",-1.50835194031741,1.80771594730944,5.89580966675654,0.0216123617989132,0.140378825624591
"Lypla2",-1.15347765537879,6.56574354307553,5.89418743728528,0.0216288268542861,0.140435008048265
"Mthfd2l",-0.896715136998168,0.82902062802437,5.89370684486946,0.021633707337544,0.140435008048265
"Sfxn2",-1.71009222059665,1.89305630022486,5.89167321343486,0.0216543725177198,0.140527921152689
"Gm13337",1.77319634186056,1.2512944458619,5.88830787726785,0.0216886176576795,0.140708882240716
"Lamp1",1.23490012227475,5.35655233618687,5.88663645991808,0.0217056478066057,0.140778084557472
"Wnt5a",-1.90622865393024,0.859005384649042,5.88517455905647,0.0217205552026732,0.140791231459571
"Ssna1",1.24721739687646,7.97948655699986,5.88444843507146,0.0217279638564348,0.140791231459571
"Akap8l",-1.29748736925937,4.14436763812076,5.88377975718693,0.0217347888374016,0.140791231459571
"Dnajc7",-1.07571219677444,2.77247252498986,5.88347673025868,0.0217378825101173,0.140791231459571
"Arpc3",-1.24400760690639,6.12440071547904,5.88331881013815,0.0217394949448943,0.140791231459571
"Btrc",-0.805208106451871,1.23904546582511,5.88265464378181,0.021746277814953,0.140793943254377
"Crocc",-1.03613266659887,1.04560033473677,5.88046040581872,0.0217687032067779,0.140885028336946
"Eva1b",-3.12777906909661,4.19186479364452,5.88003216396612,0.0217730828497047,0.140885028336946
"Cdk6",-0.910717718693594,1.1408842678723,5.87822509896988,0.0217915744033522,0.140963450446012
"Impa1",-1.2114215819829,3.96156909389389,5.87497460517111,0.0218248798104536,0.141137625269414
"Fam220a",-0.996740957914457,3.58124113999313,5.8733055271419,0.0218420033041378,0.141180446004516
"Gm7514",-1.10977639104886,1.87515305278433,5.87308521505463,0.0218442646419318,0.141180446004516
"Gm14379",-0.987790940949029,0.636430921709031,5.86871178744176,0.0218892077569716,0.141429597899381
"Cir1",-1.56653872687008,1.91227646329942,5.86789748812833,0.0218975870185217,0.141442428499491
"Pllp",3.10422738843839,1.5807164546544,5.86554018325976,0.0219218638734782,0.141548015253041
"Pld6",1.31707537643053,1.01611262522806,5.86491665724341,0.0219282902307129,0.141548015253041
"C630043F03Rik",1.35114618183002,1.27619751027289,5.86444737400882,0.0219331282505729,0.141548015253041
"Gm36189",-1.50762964818344,0.723447981507219,5.86243260716886,0.0219539125546612,0.141637718911545
"Chmp5",1.15746483460246,4.67789967584186,5.86185912205953,0.0219598325664059,0.141637718911545
"Creb3l1",-1.12062723070137,0.780337310370838,5.8605814172803,0.0219730284415322,0.141681523815802
"Fam169a",-1.54034376983873,0.887747536031356,5.85880055352238,0.0219914353487513,0.14175889400362
"Pikfyve",-1.35910382121744,2.01594129215853,5.85759911106124,0.0220038629418239,0.141797687113886
"Gm43494",1.35058406816209,0.404364815401545,5.8558745952107,0.0220217146135331,0.141871401396387
"Nhsl1",-1.80479701584544,0.952783847889825,5.85381985556797,0.0220430054018171,0.141940212653676
"Noc3l",-1.54728836823535,2.13860264634733,5.85360551814396,0.0220452276218429,0.141940212653676
"Ppfibp1",-1.90224472560689,1.62530232477536,5.85078404693924,0.0220745031501262,0.142077852274736
"Eif4g3",-1.54382013326028,2.75175989533573,5.84987194323914,0.0220839762368893,0.142077852274736
"Gm21092",-1.45213215955924,1.94821015759722,5.84968951714886,0.0220858714447777,0.142077852274736
"Stard10",1.15130204057309,1.18969664497295,5.84763850442974,0.0221071915078995,0.142173662130599
"Zfp65",-1.03704412709476,1.68676786433348,5.84645196871037,0.0221195357279056,0.142211708488362
"Slc35a2",1.3449744442115,4.51422272344016,5.84489387297601,0.0221357569847046,0.142234984123208
"Hist1h2an",1.34333228505,0.509136827832964,5.84484824366793,0.0221362322257353,0.142234984123208
"Cdc16",-1.32005370241794,4.32703894865565,5.84425194576167,0.0221424438512105,0.142234984123208
"Ezh2",-1.40332161107388,1.88656670240825,5.84236870706084,0.0221620740734942,0.142270140680929
"Mindy4",-0.54682107156502,0.435773974390962,5.84182323836242,0.022167763412824,0.142270140680929
"Fyttd1",-1.69787818712346,3.71758777140732,5.84172348871828,0.0221688039932838,0.142270140680929
"Rc3h1",-1.30843028652625,2.87846405869297,5.84125994651562,0.022173640332136,0.142270140680929
"Clmn",1.69515628150849,0.871061655055923,5.83765397797921,0.0222113025200828,0.142468351307132
"P2rx7",-2.02407790525946,2.85824765252708,5.83701688889557,0.0222179638250444,0.142468351307132
"Myo18a",1.09844884784505,3.06455446302796,5.83620763464613,0.0222264284218528,0.142468351307132
"Mapk8",-1.58940341304464,2.45003638445614,5.83583837641488,0.022230291945587,0.142468351307132
"Smarcal1",-1.11261124449698,2.19505612674981,5.83018713456864,0.0222895124960555,0.142759224803629
"Mybbp1a",-1.00629733115717,5.59033630690683,5.82978275086522,0.0222937567469269,0.142759224803629
"Iqgap3",-1.58152463451989,1.2712886073485,5.82966070936423,0.0222950378202114,0.142759224803629
"Pxdc1",-2.15324258198202,2.24293332713411,5.82867112665826,0.0223054284817173,0.142784431221364
"Masp2",-2.00124769065239,1.12875469323296,5.82450091254205,0.0223492743045617,0.142937933931263
"Emid1",-2.94305199194358,1.4904718659235,5.82431361620369,0.0223512457639332,0.142937933931263
"Uchl5",-1.01239865831524,2.69474843129299,5.82393936874021,0.0223551856204053,0.142937933931263
"Samhd1",-2.09866060528649,4.13958105497933,5.82393301498378,0.0223552525155798,0.142937933931263
"Gm9118",-1.00983097576814,3.82616367986767,5.82138515274332,0.0223820952488384,0.143032427344238
"Dtnb",-0.89641794493087,0.921747503427234,5.82130295904484,0.0223829617803078,0.143032427344238
"Zfp319",-1.14280666890726,3.32139000036078,5.82057267215726,0.0223906624851185,0.143040319421968
"Zgpat",-1.35026891944585,2.98325167111097,5.81703817261125,0.0224279740508222,0.143237318108066
"Copa",-1.00334557425937,5.22415099009064,5.81492232283546,0.0224503424229541,0.143264694997817
"2410089E03Rik",-1.60662528822846,1.70072355117787,5.81478375719383,0.0224518081668231,0.143264694997817
"Sptan1",-1.77494760128492,4.43392492530672,5.81465306892629,0.0224531906802191,0.143264694997817
"Stil",-1.21715074332422,0.90297046026469,5.81345359103627,0.0224658839727479,0.143264694997817
"Pycr2",1.21392054121901,6.12649159747972,5.81287144465387,0.0224720472854414,0.143264694997817
"Pole2",-0.788969593107375,0.76966181179495,5.81260708903345,0.0224748466893042,0.143264694997817
"Aurkaip1",0.861948234359783,7.20743123247418,5.81234792564816,0.0224775914811474,0.143264694997817
"Ppm1d",-1.31449219185562,2.71945383706926,5.80702507724058,0.0225340470264616,0.143577308272927
"Ssr1",-1.02454816355062,5.80858216271259,5.80650052112816,0.0225396190223692,0.143577308272927
"Sclt1",-1.14048904676491,0.994953036185805,5.80540800788602,0.022551228885893,0.143609912677781
"Rnh1",-0.978417408100974,6.17651898701846,5.80420926128554,0.0225639752132718,0.143649733422507
"Zfc3h1",-2.03454578914698,2.68765481333319,5.79961471847365,0.0226129024463448,0.143919804608886
"Sdc2",-1.4309712011392,0.975892855242759,5.79766620505829,0.0226336872796562,0.144010659674385
"Vps45",-0.920151022434489,2.15352747107702,5.79625064614084,0.0226488002201298,0.144065384493942
"Zfp217",-1.71255280500024,2.30227325214821,5.79258143713307,0.0226880253841794,0.144250796307097
"Appl1",-1.54834213801372,2.87997527180252,5.79230440593572,0.022690989971916,0.144250796307097
"Stx5a",-0.925600235683143,5.60264216861844,5.79160681834598,0.0226984569329975,0.144256812045017
"Acr",-1.54659322204015,0.721067613509732,5.78951208087159,0.0227208951598561,0.144336258563901
"Pgk1-rs7",0.96262991584287,2.4694016404735,5.78922182901849,0.022724006173578,0.144336258563901
"Khdrbs1",-1.13701930068463,4.73655104797393,5.78798258981311,0.0227372940005782,0.144379206422156
"Ttc32",-0.980832237021926,2.35026947503208,5.78588392361122,0.0227598165396574,0.14448075216839
"Id1",-2.73988184689974,5.57241011650385,5.78360885411513,0.0227842598635933,0.144594429421192
"Thap4",-0.5360851967319,1.16827440937492,5.78286003097598,0.0227923115109944,0.14460404575788
"Axl",-2.05263145708766,3.24191555804106,5.78207664115576,0.0228007381747546,0.144616035160578
"Disp3",-1.96035340739921,1.00377361663325,5.77953836692602,0.0228280650361033,0.14474193040125
"Lzts2",1.23692148102486,2.76018447114227,5.77833000502931,0.0228410867894747,0.14474193040125
"Zswim6",-1.26548598297623,2.53667163929508,5.77744825307668,0.0228505940171072,0.14474193040125
"Pycard",-2.11335892100273,5.74176191111716,5.77626396438545,0.0228633700898605,0.14474193040125
"AC123724.2",-1.75487607546732,1.90989543285555,5.77577554396703,0.0228686414380806,0.14474193040125
"Zfp563",-1.36303164759386,1.48995383814797,5.77558224470752,0.0228707280166877,0.14474193040125
"Tppp3",4.33225030794112,6.22215783814175,5.77466304936687,0.0228806531761446,0.14474193040125
"Gm17705",-1.39013268513399,1.93322043366804,5.7740432494501,0.0228873482330912,0.14474193040125
"Kpna2",-1.78366603031755,3.77448941008395,5.77386103896738,0.0228893168731625,0.14474193040125
"Bub1b",-1.27432403714868,1.28579183182949,5.77375650142118,0.0228904464024984,0.14474193040125
"Xpnpep1",-0.663932469023888,2.60290386700889,5.77356128207075,0.0228925559134825,0.14474193040125
"Bcap29",-1.2223537804178,2.70011733670591,5.77160352927507,0.0229137228963922,0.144773051832478
"Ptprm",-1.0967943292542,0.769535698507221,5.771524979367,0.0229145726163433,0.144773051832478
"Chrac1",-0.75821585437786,5.153316401121,5.77129042479909,0.0229171101350331,0.144773051832478
"Gm44267",0.813961510825734,0.501336314121801,5.76992829574097,0.0229318523666801,0.144824827264648
"Tpd52l1",-0.991541786456847,0.538449151809397,5.7691115955905,0.0229406964476255,0.144838251158961
"Gm2719",2.4713663922767,2.50972293929387,5.76798091618444,0.0229529468016617,0.144838251158961
"Fam20c",-2.3262251098567,3.00028498778445,5.76791891206992,0.0229536187932612,0.144838251158961
"Herc4",-1.53569098704612,2.96418933983483,5.76687036139059,0.0229649861035074,0.14486865912971
"Reep4",-1.21529670939843,4.36578974150664,5.7649244456566,0.0229860980974853,0.144960504050931
"Hnrnpa2b1",-1.71199367115487,8.3219572993179,5.7641508620797,0.0229944969209911,0.144972144594781
"Cnbp",-1.0320640526764,7.88702735228741,5.76183163207161,0.0230196970695919,0.145009033126562
"Cyp2t4",-1.1632594519636,1.38950373538637,5.76111146831622,0.0230275283463335,0.145009033126562
"Ddx39",-1.53307985084968,4.39745004536723,5.76098653730782,0.0230288871811522,0.145009033126562
"Pym1",-0.895643206411512,3.02100826418514,5.76079440633591,0.0230309771003045,0.145009033126562
"Kdelc2",-1.5828385697823,2.72286508794641,5.76059730558459,0.0230331212948848,0.145009033126562
"Ccdc85b",-0.871205569383987,5.85718859159114,5.75851041636501,0.0230558373233681,0.145110750812197
"Tmem255a",-2.30413867675753,1.10469929986255,5.75697420673294,0.0230725748510165,0.145174793352969
"Zfp141",-1.33379732067475,2.12881560221863,5.75518503472235,0.0230920853003578,0.145256241995967
"Mib1",-1.63225888784644,2.87765343992706,5.75315342731036,0.023114261398087,0.145326495784617
"Ankrd10",-1.54913848552088,4.22070413051964,5.75295835662593,0.0231163919299402,0.145326495784617
"Vars",-1.28698583394614,4.84636194172565,5.7507097274128,0.023140966677145,0.145439660738204
"Gmpr",-1.7084097004805,1.8259706011448,5.74911206997553,0.0231584445263944,0.145508170479246
"Ankmy2",-1.43475230043118,2.13215775034106,5.7484391474044,0.0231658104144897,0.145513124304303
"Srp14",0.973200236437195,7.73812344415261,5.7472806742152,0.0231784972197253,0.14553819661812
"Zfp472",-1.00635219281798,2.47851633296479,5.74687340796493,0.0231829591322269,0.14553819661812
"Zfp119a",-1.48127855249516,2.79471600416635,5.74409505967062,0.0232134232196176,0.145647011478544
"Gm21992",-1.61228695612191,1.51048285073212,5.74409176168278,0.0232134594075553,0.145647011478544
"Tmem98",2.19114093539603,2.49768885995539,5.74182635079125,0.0232383317891098,0.145761727862341
"Rnaset2a",-1.56852796866746,2.63875216801109,5.73832619500873,0.0232768181969072,0.145807520835708
"Zfp867",-1.73090422376558,1.93812116331812,5.73802252909334,0.0232801604905117,0.145807520835708
"Dhcr24",3.03258430647039,2.87296737982684,5.7379501410921,0.0232809573055295,0.145807520835708
"Cisd1",1.3978422000127,4.0715360231847,5.73774128993199,0.0232832564142548,0.145807520835708
"Wdr73",-1.19708394493894,3.1797888406935,5.73766065563978,0.0232841441322363,0.145807520835708
"Trappc8",-1.15865593898894,2.73974680641388,5.73756683976826,0.023285177015439,0.145807520835708
"Ppil4",-1.58550101669854,3.10548107782266,5.73555991929852,0.0233072846265703,0.145904656987441
"Arhgap23",1.97603613020457,2.32157955459014,5.73244344466741,0.0233416604175347,0.146070004123433
"Klhl4",1.68893120057715,0.706134521205668,5.73196860215812,0.023346902977917,0.146070004123433
"Pknox1",-0.847693332933901,2.57248473794614,5.7284654208936,0.0233856202681751,0.146203323960905
"Golgb1",-1.45612367728465,2.43760556163554,5.72790287994731,0.023391844056092,0.146203323960905
"Hist2h3c2",1.90913645054134,2.42952012536783,5.72773336987157,0.0233937198222581,0.146203323960905
"Med24",-1.13229994808312,3.64824983242716,5.72730650855721,0.0233984441195368,0.146203323960905
"Nr2c2",-1.30036796996183,2.17777565398297,5.72605110567596,0.0234123443892511,0.146203323960905
"4930520O04Rik",-0.875269509549412,0.834412724450284,5.72563718397202,0.0234169294651076,0.146203323960905
"Serpine2",-3.39181901463781,3.69936350405841,5.72530773410017,0.023420579537612,0.146203323960905
"Pnma3",-2.71562230222389,1.50921310946572,5.72526245626047,0.0234210812329904,0.146203323960905
"Spock2",-2.81036163973792,3.17003590520914,5.72277348927033,0.023448678072652,0.146321903452494
"Renbp",-2.25823986938725,4.24557998176844,5.72227333445615,0.0234542279288706,0.146321903452494
"Tifa",-1.98792891232348,3.01576642160963,5.72176057390968,0.023459919158613,0.146321903452494
"Osbpl6",-1.08581824007488,0.644453417800344,5.72040493199462,0.0234749729966865,0.146333953178948
"Pkia",-2.23519997367097,1.52711290755271,5.72039527913745,0.0234750802256514,0.146333953178948
"Socs7",-1.29350107714845,2.77687650144797,5.71943063992646,0.0234857986523769,0.146359527770855
"Dcaf6",-1.02010561059673,1.68826457212643,5.71879957804324,0.0234928134972092,0.146362014361802
"Gm23078",0.767452161144053,0.139172114973377,5.71812988311998,0.0235002603000226,0.14636718992607
"Ercc2",-1.00636660809143,1.56517575471912,5.71672064195224,0.0235159390955064,0.14638671836699
"Gm25047",-3.7832119179948,2.74856468687475,5.71608821231279,0.0235229790508955,0.14638671836699
"Gatc",-1.32677882389963,4.81923536458066,5.71606418431063,0.0235232465666795,0.14638671836699
"Tsta3",-0.729779704455625,5.30774550463928,5.71137368055997,0.0235755323082866,0.146670838373516
"Gm1976",-1.09954855094838,1.07126241288948,5.70547273371056,0.0236414923287613,0.146960701307824
"Shisa9",-1.22496381656664,0.599889835616979,5.70470685868798,0.0236500680234742,0.146960701307824
"Ints10",-1.64560140780779,2.90755093236828,5.70463123913697,0.0236509149397708,0.146960701307824
"Apol8",-1.63344495972899,1.03112937605258,5.70446853444838,0.0236527372963842,0.146960701307824
"Nxn",-1.19460063833953,1.22609294661987,5.70423630111717,0.0236553386682259,0.146960701307824
"Ccdc120",-1.74960117625451,0.939503973730604,5.70333935624885,0.0236653887850474,0.146971941403202
"Fbxl15",-0.820378953509055,3.46378426807227,5.7028891786769,0.0236704347158889,0.146971941403202
"Cwc25",-1.30410014475631,3.50381352040293,5.70102298932862,0.0236913649786386,0.147060624978233
"Rnf138rt1",-2.81193981054483,1.62318766860517,5.69503577163935,0.0237586519475718,0.147436930444917
"Nupl1",-1.20334102985252,2.90191565535314,5.69410182349629,0.0237691669686693,0.147449148752467
"Plcl2",-1.2384152906363,2.19550548034477,5.6933970488878,0.023777105181282,0.147449148752467
"Rnf219",-0.935026635883774,1.43025937239957,5.69308545203673,0.0237806157731231,0.147449148752467
"Ift74",-1.13334578853079,0.984413128512122,5.6912164877062,0.0238016843220261,0.147523847534279
"Slc39a14",-2.03402536848327,2.02636243381272,5.69083388273117,0.0238059998959171,0.147523847534279
"Gmip",-2.30002810000711,4.69608000466947,5.6887815593183,0.0238291636447266,0.147581601282585
"Raver1",-0.981812428745267,4.11000982138937,5.68831191273427,0.0238344678353906,0.147581601282585
"Ophn1",-1.47034006911978,1.326076275256,5.68823536205852,0.0238353325219308,0.147581601282585
"Lonrf3",-2.0965059355381,1.64982294939851,5.68576337418157,0.0238632736540196,0.147713263303826
"Adat1",-1.03032494354412,1.42050964973409,5.67961180580455,0.0239329616874855,0.148103192003424
"Afap1l2",-2.071623655707,1.19196809679963,5.6769539590209,0.0239631402038559,0.148225060818018
"4930503L19Rik",-1.93228744887314,2.45484621286101,5.67669741422623,0.0239660553517177,0.148225060818018
"Polr2c",-0.920848234270926,2.58217449492898,5.67576079510437,0.0239767015683957,0.148230193543582
"Scube1",-0.821654417714445,0.513068461832174,5.6754455691852,0.0239802857972464,0.148230193543582
"Ddx42",-1.46282122795353,4.01784417258878,5.67308935584652,0.0240070954076409,0.148334435914918
"Ppp1r14c",-1.4640421458184,0.728811291689056,5.67272877149996,0.024011201133376,0.148334435914918
"Mir219a-2",3.56579325647993,1.2914937395419,5.67219635419233,0.0240172648125135,0.148334435914918
"Atxn7",-1.59668327779978,1.73084720691514,5.67138640666404,0.0240264924969397,0.148350012143398
"Lrrc40",-1.41887198547533,2.40909412811561,5.6697576746205,0.0240450603329016,0.148389105680593
"Tpx2",-1.54934745443637,1.29730663674509,5.66965433708091,0.0240462389307475,0.148389105680593
"Hnrnpab",-0.957460335063147,4.69450619428765,5.66880105714232,0.0240559732875003,0.148407779430945
"Zfp692",-1.74659276195664,3.61889962247376,5.66791976742345,0.0240660317271549,0.148413550799354
"Dpp9",-0.735638846253617,2.8946934208281,5.66754364680851,0.0240703259172844,0.148413550799354
"Strbp",-1.4940931621383,1.21623464358046,5.66647131444619,0.024082573415619,0.148447693417035
"Unc79",-1.25329379640573,0.694475944993076,5.66561984265901,0.0240923032590874,0.148466302228632
"Pou6f1",-1.85481292677818,2.7117310459009,5.66152342719307,0.024139173741399,0.148713712247555
"Nxt1",-0.91173851141791,5.18928791748167,5.660658415393,0.0241490838570929,0.148726106058098
"Trpc3",-1.035459796108,0.579683261217235,5.6601299073921,0.0241551409737483,0.148726106058098
"Fam149a",-1.51940276541294,1.41182364916273,5.6595879837654,0.0241613535764953,0.148726106058098
"Sumo1",-0.944726150129479,2.6500814467491,5.65746930752451,0.0241856588884057,0.14879404110411
"Mcu",-1.09705740204426,1.38343676909891,5.65743088283449,0.0241860999416999,0.14879404110411
"Dnm1l",-2.08303782120042,3.36313880117049,5.65550222299696,0.0242082491895111,0.14879404110411
"Ciao1",-0.876338544795829,5.1659917694753,5.65538660690657,0.0242095776632725,0.14879404110411
"Ptpn14",-0.955570018524997,0.506069503966294,5.65520480055355,0.0242116668507834,0.14879404110411
"Smu1",-0.83123260467304,3.96741604440906,5.65511102203127,0.0242127445633412,0.14879404110411
"Eme1",-0.833778945957859,1.11965723756478,5.65367509983307,0.0242292529117251,0.148854141118049
"Inha",-2.54726426143273,1.64625601182829,5.64964490733616,0.0242756528443501,0.149048722771164
"Dsn1",-1.61771138092831,2.41608453290843,5.64934527291124,0.0242791064550666,0.149048722771164
"Gm15853",1.68317486003372,1.9456502006487,5.64860215869945,0.0242876739786551,0.149048722771164
"St3gal5",-1.72896725757453,3.74835398770354,5.64772723727029,0.024297765392181,0.149048722771164
"Ninl",-1.0245984951287,0.664933156328964,5.6474091677486,0.0243014351726613,0.149048722771164
